page,text,p,start,end,type,description
038,"Saturday, January 14, 1922",1,0,26,DATE,Absolute or relative dates or periods
038,Cairo,2,0,5,GPE,"Countries, cities, states"
038,Adamoli,5,5,12,PERSON,"People, including fictional"
038,de Cramer,5,30,39,PERSON,"People, including fictional"
038,Anderson,6,15,23,PERSON,"People, including fictional"
038,Kitsons,6,29,36,PERSON,"People, including fictional"
038,E. S. Thomas,6,42,54,PERSON,"People, including fictional"
038,de Cramer,6,79,88,PERSON,"People, including fictional"
038,de Kaven,8,5,13,PERSON,"People, including fictional"
038,Spender,8,18,25,PERSON,"People, including fictional"
038,Anna de K’s,10,18,29,PERSON,"People, including fictional"
