page,text,p,start,end,type,description,wikidata,viaf,loc,notes
209,"Tuesday, July 4, 1922",1,0,21,DATE,Absolute or relative dates or periods,,,,
209,Hotel Riva San Lorenzo Verona,2,0,29,FAC,"Buildings, airports, highways, bridges, etc.",,,,
209,Monday,3,9,15,DATE,Absolute or relative dates or periods,,,,
209,Bologna,4,5,12,GPE,"Countries, cities, states",,,,
209,9,4,16,17,TIME,Times smaller than a day,,,,
209,Modena,4,26,32,GPE,"Countries, cities, states",,,,
209,10.30—12.,4,38,47,TIME,Times smaller than a day,,,,
209,Villamin,4,65,73,PERSON,"People, including fictional",,,,
209,Cathedral,4,81,90,FAC,"Buildings, airports, highways, bridges, etc.",,,,
209,Egyptian,4,143,151,NORP,Nationalities or religious or political groups,,,,
209,Egyptian,4,277,285,NORP,Nationalities or religious or political groups,,,,
209,Pinacoteca,4,415,425,FAC,"Buildings, airports, highways, bridges, etc.",,,,
209,ages,4,470,474,DATE,Absolute or relative dates or periods,,,,
209,two,4,504,507,CARDINAL,Numerals that do not fall under another type,,,,
209,Dosso,4,526,531,PERSON,"People, including fictional",,,,
209,Fool,4,533,537,WORK_OF_ART,"Titles of books, songs, etc.",,,,
209,Velasquez,4,547,556,PERSON,"People, including fictional",,,,
209,Mantua,5,3,9,WORK_OF_ART,"Titles of books, songs, etc.",,,,
209,Mantegna,5,48,56,WORK_OF_ART,"Titles of books, songs, etc.",,,,
209,B.B.,6,0,4,PERSON,"People, including fictional",,,,
209,San Zeno,6,54,62,GPE,"Countries, cities, states",,,,
209,Munich,7,28,34,GPE,"Countries, cities, states",,,,
209,Geoffrey,7,40,48,PERSON,"People, including fictional",,,,
209,San Zeno,7,100,108,GPE,"Countries, cities, states",,,,
