page,text,p,start,end,type,description
324,"Friday, October 27, 1922",1,0,24,DATE,Absolute or relative dates or periods
324,Nicky,3,0,5,PERSON,"People, including fictional"
324,Geoffrey,3,27,35,PERSON,"People, including fictional"
324,first,3,156,161,ORDINAL,"""first"", ""second"", etc."
324,first,4,9,14,ORDINAL,"""first"", ""second"", etc."
324,Day,4,16,19,WORK_OF_ART,"Titles of books, songs, etc."
324,James Keeley,5,5,17,PERSON,"People, including fictional"
324,2,5,22,23,CARDINAL,Numerals that do not fall under another type
324,Chicago,5,35,42,GPE,"Countries, cities, states"
324,Beit,6,5,9,PERSON,"People, including fictional"
324,Kitty Duff,7,0,10,PERSON,"People, including fictional"
324,two,7,29,32,CARDINAL,Numerals that do not fall under another type
324,Lunatis,7,66,73,PERSON,"People, including fictional"
324,Susan Downing,8,5,18,PERSON,"People, including fictional"
324,Thornely Gilson,8,29,44,PERSON,"People, including fictional"
324,McComb,9,4,10,PERSON,"People, including fictional"
324,Harvard,9,12,19,ORG,"Companies, agencies, institutions, etc."
324,Wickham,10,4,11,PERSON,"People, including fictional"
324,Johnny Waterfield,10,26,43,PERSON,"People, including fictional"
324,Aubrey Waterfield,11,0,17,PERSON,"People, including fictional"
324,Dina Galli,12,18,28,PERSON,"People, including fictional"
324,Florentine Play,12,44,59,ORG,"Companies, agencies, institutions, etc."
324,Madama Oretta,12,67,80,WORK_OF_ART,"Titles of books, songs, etc."
