page,text,p,start,end,type,description
107,"Friday, March 24, 1922",1,0,22,DATE,Absolute or relative dates or periods
107,Alfred,2,8,14,PERSON,"People, including fictional"
107,Presbyterian University,2,18,41,ORG,"Companies, agencies, institutions, etc."
107,morning,2,46,53,TIME,Times smaller than a day
107,Patricolo,2,92,101,PERSON,"People, including fictional"
107,the Dancing Dervishes,2,135,156,WORK_OF_ART,"Titles of books, songs, etc."
107,hundreds,2,188,196,CARDINAL,Numerals that do not fall under another type
107,Quaker,2,528,534,NORP,Nationalities or religious or political groups
107,Tomb of Hassan Saddaka,3,33,55,WORK_OF_ART,"Titles of books, songs, etc."
107,Sangar el Gouby Gawaly,3,135,157,PERSON,"People, including fictional"
107,Ibn Tulun,3,222,231,PERSON,"People, including fictional"
