page,text,p,start,end,type,description,wikidata,viaf,loc,notes
297,"Saturday, September 30, 1922",1,0,28,DATE,Absolute or relative dates or periods,,,,
297,Drei Königen,2,0,12,PERSON,"People, including fictional",,,,
297,Basel,2,14,19,GPE,"Countries, cities, states",,,,
297,one o’clock,6,49,60,TIME,Times smaller than a day,,,,
297,3300 Swiss francs,6,86,103,MONEY,"Monetary values, including unit",,,,
297,300,6,118,121,CARDINAL,Numerals that do not fall under another type,,,,
297,Monday,6,141,147,DATE,Absolute or relative dates or periods,,,,
297,Eliza,6,177,182,PERSON,"People, including fictional",,,,
297,Wendlandt,6,400,409,ORG,"Companies, agencies, institutions, etc.",,,,
297,afternoon,6,539,548,TIME,Times smaller than a day,,,,
297,2,7,8,9,CARDINAL,Numerals that do not fall under another type,,,,
297,XVIII,7,57,62,FAC,"Buildings, airports, highways, bridges, etc.",,,,
