page,text,p,start,end,type,description,wikidata,viaf,loc,notes
140,"Wednesday, April 26, 1922",1,0,25,DATE,Absolute or relative dates or periods,,,,
140,Logan,3,0,5,PERSON,"People, including fictional",,,,
140,Trevy,3,7,12,PERSON,"People, including fictional",,,,
140,Friday the 28th,4,8,23,DATE,Absolute or relative dates or periods,,,,
140,Geoffrey,5,0,8,PERSON,"People, including fictional",,,,
140,20,5,79,81,DATE,Absolute or relative dates or periods,,,,
140,Sybil,5,170,175,PERSON,"People, including fictional",,,,
140,two years,5,334,343,DATE,Absolute or relative dates or periods,,,,
140,Nicky,5,479,484,PERSON,"People, including fictional",,,,
140,Percy Lubbock,5,694,707,PERSON,"People, including fictional",,,,
140,all Friday the 28,5,737,754,DATE,Absolute or relative dates or periods,,,,
140,Sybil,6,14,19,PERSON,"People, including fictional",,,,
140,Colefax,6,26,33,PERSON,"People, including fictional",,,,
140,Jerusalem,6,47,56,GPE,"Countries, cities, states",,,,
140,Cecil Pinsent,6,58,71,PERSON,"People, including fictional",,,,
140,Ray,6,73,76,PERSON,"People, including fictional",,,,
140,Caterina Kerr-Lawson,6,78,98,PERSON,"People, including fictional",,,,
