page,text,p,start,end,type,description
348,"Monday, November 20, 1922",1,0,25,DATE,Absolute or relative dates or periods
348,Salvemini,2,14,23,GPE,"Countries, cities, states"
348,Flora,4,0,5,PERSON,"People, including fictional"
348,Erskine Childers,4,33,49,PERSON,"People, including fictional"
348,Flora,4,84,89,PERSON,"People, including fictional"
348,day,4,221,224,DATE,Absolute or relative dates or periods
348,B.B.,5,0,4,PERSON,"People, including fictional"
348,Nicky,5,9,14,PERSON,"People, including fictional"
348,Salvemini,6,12,21,PERSON,"People, including fictional"
348,Letter,6,24,30,WORK_OF_ART,"Titles of books, songs, etc."
348,Falstaff,7,1,9,WORK_OF_ART,"Titles of books, songs, etc."
348,Shrewsbury,7,33,43,GPE,"Countries, cities, states"
348,one,7,199,202,CARDINAL,Numerals that do not fall under another type
348,English,7,225,232,NORP,Nationalities or religious or political groups
348,Brighton,8,91,99,GPE,"Countries, cities, states"
