page,text,p,start,end,type,description
114,"Friday, March 31, 1922",1,0,22,DATE,Absolute or relative dates or periods
114,Cairo,2,0,5,GPE,"Countries, cities, states"
114,Patricolo,3,13,22,PERSON,"People, including fictional"
114,Mena House,3,30,40,FAC,"Buildings, airports, highways, bridges, etc."
114,Pyramids,3,92,100,FAC,"Buildings, airports, highways, bridges, etc."
114,Mohammed Aly,4,83,95,ORG,"Companies, agencies, institutions, etc."
114,Robin Furness,4,106,119,PERSON,"People, including fictional"
114,Edith,5,0,5,PERSON,"People, including fictional"
114,Philomène,5,16,25,PERSON,"People, including fictional"
114,10 or 15 years ago,5,191,209,DATE,Absolute or relative dates or periods
114,5,6,1,2,CARDINAL,Numerals that do not fall under another type
114,Morton Prince,7,9,22,PERSON,"People, including fictional"
114,Edith,7,28,33,PERSON,"People, including fictional"
