page,text,p,start,end,type,description,wikidata,viaf,loc,notes
193,"Sunday, June 18, 1922",1,0,21,DATE,Absolute or relative dates or periods,,,,
193,Karin,2,0,5,PERSON,"People, including fictional",,,,
193,Naima,3,0,5,PERSON,"People, including fictional",,,,
193,Cox,4,0,3,PERSON,"People, including fictional",,,,
193,Nicholson,5,0,9,PERSON,"People, including fictional",,,,
193,BB,6,46,48,PERSON,"People, including fictional",,,,
193,Karin,6,53,58,PERSON,"People, including fictional",,,,
193,Naima,6,63,68,PERSON,"People, including fictional",,,,
193,Monte Senario,6,78,91,FAC,"Buildings, airports, highways, bridges, etc.",,,,
193,Villa Medici,6,114,126,FAC,"Buildings, airports, highways, bridges, etc.",,,,
193,Alfred,6,128,134,PERSON,"People, including fictional",,,,
193,Iris Cutting,6,164,176,PERSON,"People, including fictional",,,,
