page,text,p,start,end,type,description,wikidata,viaf,loc,notes
385,"Wednesday, December 27, 1922",1,0,28,DATE,Absolute or relative dates or periods,,,,
385,McCombe,3,0,7,PERSON,"People, including fictional",,,,
385,Offner,3,9,15,PERSON,"People, including fictional",,,,
385,Mantegazza,3,26,36,PERSON,"People, including fictional",,,,
385,Hutch,3,52,57,PERSON,"People, including fictional",,,,
385,2,3,66,67,CARDINAL,Numerals that do not fall under another type,,,,
385,Pleasant evening,4,0,16,TIME,Times smaller than a day,,,,
385,These evenings,4,64,78,TIME,Times smaller than a day,,,,
385,Antonius,5,77,85,PERSON,"People, including fictional",,,,
385,Julia,5,101,106,PERSON,"People, including fictional",,,,
