page,text,p,start,end,type,description,wikidata,viaf,loc,notes
329,"Wednesday, November 1, 1922",1,0,27,DATE,Absolute or relative dates or periods,,,,
329,Nicky,3,3,8,PERSON,"People, including fictional",,,,
329,B.B.,4,0,4,PERSON,"People, including fictional",,,,
329,B.B.,6,0,4,PERSON,"People, including fictional",,,,
329,Castel di Poggio,6,47,63,GPE,"Countries, cities, states",,,,
329,Patricolo,7,0,9,PERSON,"People, including fictional",,,,
329,il 13 Luglio,7,192,204,DATE,Absolute or relative dates or periods,,,,
329,alle 3 a.m.,7,205,216,TIME,Times smaller than a day,,,,
329,16,7,251,253,CARDINAL,Numerals that do not fall under another type,,,,
329,i miei 28 anni,7,412,426,DATE,Absolute or relative dates or periods,,,,
329,Della moschea d’Aboul Ela,7,513,538,PERSON,"People, including fictional",,,,
329,1882,7,558,562,DATE,Absolute or relative dates or periods,,,,
