page,text,p,start,end,type,description
311,"Saturday, October 14, 1922",1,0,26,DATE,Absolute or relative dates or periods
311,Naimi,2,0,5,PERSON,"People, including fictional"
311,summer,4,18,24,DATE,Absolute or relative dates or periods
311,Ross,4,39,43,PERSON,"People, including fictional"
311,Hooker,4,50,56,PERSON,"People, including fictional"
311,Musgrave,4,97,105,PERSON,"People, including fictional"
311,B.B.,4,122,126,PERSON,"People, including fictional"
311,every night,4,374,385,TIME,Times smaller than a day
311,Tone,4,392,396,PERSON,"People, including fictional"
311,a year ago,4,452,462,DATE,Absolute or relative dates or periods
311,B.B.,4,471,475,PERSON,"People, including fictional"
311,Waterfields,5,16,27,PERSON,"People, including fictional"
311,Casa Boccaccio,5,31,45,FAC,"Buildings, airports, highways, bridges, etc."
