page,text,p,start,end,type,description,wikidata,viaf,loc,notes
082,"Monday, February 27,1922",1,0,24,DATE,Absolute or relative dates or periods,,,,
082,March 1,1,25,32,DATE,Absolute or relative dates or periods,,,,
082,29th 1st,3,6,14,DATE,Absolute or relative dates or periods,,,,
082,2,4,1,2,CARDINAL,Numerals that do not fall under another type,,,,
082,the 28th,5,3,11,DATE,Absolute or relative dates or periods,,,,
082,Philomène de Levis-Mirepoix,5,12,39,PERSON,"People, including fictional",,,,
082,the morning,5,62,73,TIME,Times smaller than a day,,,,
082,the Luxor Temple,6,8,24,FAC,"Buildings, airports, highways, bridges, etc.",,,,
082,Medinet Habu,6,40,52,FAC,"Buildings, airports, highways, bridges, etc.",,,,
082,Tomb of Ramose,6,69,83,WORK_OF_ART,"Titles of books, songs, etc.",,,,
082,Winlocks,7,13,21,PERSON,"People, including fictional",,,,
