page,text,p,start,end,type,description,wikidata,viaf,loc,notes
331,"Friday, November 3, 1922",1,0,24,DATE,Absolute or relative dates or periods,,,,
331,2nd,3,3,6,ORDINAL,"""first"", ""second"", etc.",,,,
331,Enniskillen,4,5,16,PERSON,"People, including fictional",,,,
331,Kathleen Villiers,5,5,22,PERSON,"People, including fictional",,,,
331,three,6,19,24,CARDINAL,Numerals that do not fall under another type,,,,
331,three,6,40,45,CARDINAL,Numerals that do not fall under another type,,,,
331,Villino,6,90,97,PERSON,"People, including fictional",,,,
331,Hooker,7,14,20,PERSON,"People, including fictional",,,,
331,H.,7,27,29,PERSON,"People, including fictional",,,,
331,Hammond,8,14,21,PERSON,"People, including fictional",,,,
331,Jumpy,8,23,28,PERSON,"People, including fictional",,,,
331,Mrs. Lindley,9,0,12,PERSON,"People, including fictional",,,,
331,Ross,10,5,9,PERSON,"People, including fictional",,,,
331,Ch. G. Henderson,11,4,20,PERSON,"People, including fictional",,,,
331,New College,11,22,33,ORG,"Companies, agencies, institutions, etc.",,,,
331,Johnny,13,0,6,PERSON,"People, including fictional",,,,
331,Alys,14,0,4,PERSON,"People, including fictional",,,,
331,Bertie,14,17,23,PERSON,"People, including fictional",,,,
331,Chelsea,14,40,47,PERSON,"People, including fictional",,,,
