page,text,p,start,end,type,description
143,"Saturday, April 29, 1922",1,0,24,DATE,Absolute or relative dates or periods
143,ttiLogan,2,33,41,PERSON,"People, including fictional"
143,Naima,3,0,5,PERSON,"People, including fictional"
143,B.B.,4,78,82,ORG,"Companies, agencies, institutions, etc."
143,Lionello Venturi,4,87,103,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
143,Logan,4,135,140,PERSON,"People, including fictional"
143,Library,4,237,244,FAC,"Buildings, airports, highways, bridges, etc."
143,the evening,4,295,306,TIME,Times smaller than a day
143,first,6,8,13,ORDINAL,"""first"", ""second"", etc."
143,Geoffrey,6,50,58,PERSON,"People, including fictional"
143,Sybil,6,105,110,PERSON,"People, including fictional"
143,5 months,6,246,254,DATE,Absolute or relative dates or periods
143,5 days,6,295,301,DATE,Absolute or relative dates or periods
143,Geoffrey,6,308,316,PERSON,"People, including fictional"
143,Alban,7,9,14,PERSON,"People, including fictional"
143,Christina Bremner,7,16,33,PERSON,"People, including fictional"
143,Cook,7,40,44,PERSON,"People, including fictional"
143,Jessie Berenson,7,46,61,PERSON,"People, including fictional"
143,BB,7,63,65,PERSON,"People, including fictional"
143,Duveens,7,76,83,PERSON,"People, including fictional"
143,Mori,7,85,89,PERSON,"People, including fictional"
143,Watson,7,98,104,PERSON,"People, including fictional"
143,Keynes,7,124,130,PERSON,"People, including fictional"
143,Ammannati,7,132,141,PERSON,"People, including fictional"
143,Goldmann,7,147,155,PERSON,"People, including fictional"
