page,text,p,start,end,type,description
257,"Monday, August 21, 1922",1,0,23,DATE,Absolute or relative dates or periods
257,Ray,3,0,3,PERSON,"People, including fictional"
257,Julia,3,8,13,PERSON,"People, including fictional"
257,the morning,3,22,33,TIME,Times smaller than a day
257,Salvemini,4,41,50,PERSON,"People, including fictional"
257,Dermod McCarthy,4,66,81,PERSON,"People, including fictional"
257,Salvemini,4,116,125,PERSON,"People, including fictional"
257,11,4,156,158,DATE,Absolute or relative dates or periods
257,Italy,4,205,210,GPE,"Countries, cities, states"
257,Barbara,6,1,8,PERSON,"People, including fictional"
257,Dermod,6,14,20,PERSON,"People, including fictional"
257,2,7,1,2,CARDINAL,Numerals that do not fall under another type
257,Nicky,8,38,43,PERSON,"People, including fictional"
