page,text,p,start,end,type,description
217,"Wednesday, July 12, 1922",1,0,24,DATE,Absolute or relative dates or periods
217,Kissingen,2,4,13,GPE,"Countries, cities, states"
217,the morning,4,32,43,TIME,Times smaller than a day
217,Jo Duveen,4,55,64,PERSON,"People, including fictional"
217,the Pisanello Portrait,4,97,119,WORK_OF_ART,"Titles of books, songs, etc."
217,Maurice Hewlett,4,125,140,PERSON,"People, including fictional"
217,Pier Francesco Fiorentino,4,164,189,PERSON,"People, including fictional"
217,Alys,5,0,4,PERSON,"People, including fictional"
217,Christopher,5,23,34,PERSON,"People, including fictional"
217,Gram,5,53,57,PERSON,"People, including fictional"
217,three,5,75,80,CARDINAL,Numerals that do not fall under another type
217,Barbara,5,107,114,PERSON,"People, including fictional"
217,Karin,5,154,159,PERSON,"People, including fictional"
217,Karersee,5,175,183,PERSON,"People, including fictional"
217,Amoses,5,217,223,PERSON,"People, including fictional"
217,more than 3 days,5,224,240,DATE,Absolute or relative dates or periods
217,Maurice,5,261,268,PERSON,"People, including fictional"
217,Byba,5,295,299,PERSON,"People, including fictional"
217,Kitzebühel,5,303,313,ORG,"Companies, agencies, institutions, etc."
217,Tolstoi,6,28,35,PERSON,"People, including fictional"
217,Autobiography,6,44,57,WORK_OF_ART,"Titles of books, songs, etc."
