page,text,p,start,end,type,description,wikidata,viaf,loc,notes
211,"Thursday, July 6, 1922",1,0,22,DATE,Absolute or relative dates or periods,,,,
211,Hotel Creid,2,0,11,ORG,"Companies, agencies, institutions, etc.",,,,
211,Innsbruck,2,13,22,GPE,"Countries, cities, states",,,,
211,Italian,3,33,40,NORP,Nationalities or religious or political groups,,,,
211,3 hours,3,87,94,TIME,Times smaller than a day,,,,
211,Innsbruck,3,180,189,GPE,"Countries, cities, states",,,,
211,6.30,3,195,199,TIME,Times smaller than a day,,,,
211,16000 kronen,4,14,26,MONEY,"Monetary values, including unit",,,,
211,6000/22000,4,45,55,MONEY,"Monetary values, including unit",,,,
211,30100 kronen,4,106,118,MONEY,"Monetary values, including unit",,,,
211,3000,4,282,286,CARDINAL,Numerals that do not fall under another type,,,,
