Page #	Entry	Type	Wikidata ID	Notes	Annotator	Visited place	BB visited place	
252	Oxford	organization	Q34433		ERW			
309	Dickens	person	Q5686		IT			
309	Dickens	person	Q5686		IT			
291	Diderot	person	Q448		IT			
299	Diderot	person	Q448		IT			
299	Diderot	person	Q448		IT			
301	Diderot	person	Q448		IT			
252	Pitti	location	Q29286		ERW	TRUE	FALSE	
252	Renaissance	organization	Q4692		ERW			
312	Diderot	person	Q448		IT			
322	Diderot	person	Q448		IT			
322	Diderot	person	Q448		IT			
323	Diderot	person	Q448		IT			
433	Diderot	person	Q448		IT			
304	Dido	person	Q905162		IT			
253	Caiano	location	Q20387		IT	TRUE	TRUE	
253	Cajano	location	Q20387		IT	TRUE	TRUE	
211	Doccia	person	Q18484982		IT			
310	Doge	person	Q189883		IT			
311	Doge	person	Q189883		IT			
422	Doge	person	Q189883		IT			
424	Doge	person	Q189883		IT			
424	Doge	person	Q189883		IT			
82	Dom	person	Q279402		IT			
349	Domenico	person	Q191423		IT			
259	Domenico Morone	person	Q1237219		IT			
202	Domenico Veneziano	person	Q368546		IT			
219	Donatello	person	Q37562		IT			
223	Donatello	person	Q37562		IT			
314	Donatello	person	Q37562		IT			
372	Donatello	person	Q37562		IT			
372	Donatello	person	Q37562		IT			
394	Donatello	person	Q37562		IT			
253	Social Diseases	organization			ERW			
253	T. Carlyle	organization			ERW			
337	Donatellos	person	Q37562		IT			
402	Donna Laura Minghetti	person	Q3827715		IT			
438	Dora Anderson	person	N/A		ERW			
400	Doria	person	Q3890211		IT			
98	Dosso	person	Q356777		IT			
98	Dosso	person	Q356777		IT			
98	Dosso	person	Q356777		IT			
270	Dossos	person	Q356777		IT			
290	Dr. Laudonzy	person	N/A		ERW			
242	Duccio	person	Q15792		IT			
82	Dumas fils	person	Q169150		IT			
146	Duomo	person	Q2407092		IT			
113	Dupré	person	Q959212		IT			
275	Durand-Ruel	person	Q649052		IT			
289	Durand-Ruel	person	Q649052		IT			
290	Durand-Ruel	person	Q649052		IT			
409	Durand-Ruel	person	Q649052		IT			
409	Durand-Ruel	person	Q649052		IT			
110	Dürer	person	Q5580		IT			
126	Dürer	person	Q5580		IT			
168	Dürers	person	Q5580		IT			
170	Dürers	person	Q5580		IT			
254	Pitti	location	Q29286		ERW	TRUE	FALSE	
254	Renaissance	organization	Q4692		ERW			
307	Eastlake	person	Q1065352		ERW			
355	Eastlake	person	Q5077219		ERW			
360	Eastlake	person	Q513142		ERW			
222	Edith	person		No wikidata	IT			
224	Edith	person		No wikidata	IT			
229	Edith	person		No wikidata	IT			
251	Edith	person		No wikidata	IT			
258	Edith	person		No wikidata	IT			
282	Edith	person		No wikidata	IT			
255	Pitti	location	Q29286		ERW	TRUE	FALSE	
282	Edith	person		No wikidata	IT			
201	Edith 〈Kendall	person		No wikidata	IT			
229	Edith Carpenter	person		No wikidata	IT			
255	the Opera del Duomo	organization			ERW			
255	the Venetian School	organization	Q610687		ERW			
280	Edith Cooper	person	Q3719235		ERW			
222	Edith Kendall	person		No wikidata	IT			
253	Edith Kendall	person		No wikidata	IT			
254	Edith Kendall	person		No wikidata	IT			
258	Edith Kendall	person		No wikidata	IT			
250	Edith Thomas	person	Q5338608		IT			
256	Venetian School	organization	Q610687		ERW			
270	Edmond de Goncourt	person	Q1249210		IT			
270	Edmond de Goncourt	person	Q1249210		IT			
253	Edmund Kean	person	Q704385		IT			
393	Edward Clifford	person	Q99734213		IT			
320	Egidio	person	Q380652		IT			
359	Ekkehardt	person	Q9082		IT			
258	Cascine	organization	Q3364250		IT			
176	Emma	person		Mary's maid	IT			
186	Emma	person		Mary's maid	IT			
224	Emma	person		Mary's maid	IT			
226	Emma	person		Mary's maid	IT			
245	Emma	person		Mary's maid	IT			
258	Venetian School	organization	Q610687		ERW			
245	Emma	person		Mary's maid	IT			
245	Emma	person		Mary's maid	IT			
246	Emma	person		Mary's maid	IT			
254	Emma	person		Mary's maid	IT			
260	Emma	person		Mary's maid	IT			
260	Emma	person		Mary's maid	IT			
261	Emma	person		Mary's maid	IT			
261	Emma	person		Mary's maid	IT			
399	Emma	person		Mary's maid	IT			
259	Met Costa	organization			ERW			
437	Emma	person		Mary's maid	IT			
208	Emma Brayton	person		No Wikidata	IT			
98	Ercole Roberti	person	Q379521		IT			
312	Ercole Roberti	person	Q379521		IT			
326	Eusebio	person	Q3060978		IT			
259	Toscana	location	Q1273		ERW	TRUE	TRUE	
120	Evalyne	person		No wikidata	IT			
437	F. A. F. C. Went	person	Q1465275		ERW			
299	F. W. Cornish	person	Q5482703		IT			
386	Fabbri	person	Q98804321		IT			
387	Fabbri	person	Q98804321		IT			
389	Fabbri	person	Q98804321		IT			
389	Fabbri	person	Q98804321		IT			
438	Fabio Guzzini	person	N/A		ERW			
322	Fabriano	person	Q312393		IT			
322	Fabriano	person	Q13145		IT			
322	Fabriano	person	Q13145		IT			
260	Hotel de Russie	organization		No wikidata	IT			
171	Fairbairn	person	Q4757900		IT			
172	Fairbairn	person	Q4757900		IT			
121	Farinati	person	Q367287		IT			
190	Farnell	person		No wikidata	IT			
190	Farnell	person		No wikidata	IT			
298	Fataliste	person			IT			
392	Feilding	person	Q105609334		IT			
92	Ferrarese	person	Q13362		IT			
93	Ferrarese	person	Q13362		IT			
402	Field	person	Q839369		IT			
262	Albergo di Corona	organization		No Wikidata	IT			
405	Field	person	Q839369		IT			
405	Field	person	Q839369		IT			
262	Brancoli	organization	Q55167321		IT			
262	Hotel de Russie	organization		No wikidata	IT			
262	La Pieve di Brancoli	organization	Q55167321		ERW			
365	Fields	person	Q839369		IT			
311	Filippo da Verona	person	Q5448743		IT			
322	Filippo da Veronas	person	Q5448743		IT			
263	Brancoli	organization	Q55167321		IT			
363	Filippo Lippi	person	Q205148		IT			
363	Filippo Lippi	person	Q205148		IT			
263	the della Robbia School	organization			ERW			
199	Filippo Lippi’s	person	Q205148		IT			
326	Fiorenzo	person	Q1380214		IT			
215	Fiorenzo di Lorenzo	person	Q1380214		IT			
251	Fisher	person	Q6151258		IT			
264	Duoma	organization	Q1754247		IT			
264	Duomo	organization	Q3671532		IT			
160	Flaubert	person	Q43444		IT			
73	Flemings	person		Cannot find	IT			
259	Fleury	person		No wikidata	IT			
260	Fleury	person		No wikidata	IT			
226	Florence Ayling	person		No Wikidata	IT			
278	Florence Ayling	person		No Wikidata	IT			
264	Lorenzo dei Medici	organization			ERW			
95	Florence Dike	person		No Wikidata	IT			
243	Fonte Giusta	person	Q3674136		IT			
264	the della Robbia School	organization			ERW			
264	Udine	location	Q2790		ERW	TRUE	TRUE	
232	Foote	person	Q6779566		IT			
265	〈in Pisa〉	location	Q13375		IT	TRUE	TRUE	
265	Albergo Nazionale	organization		No Wikidata	IT			
343	Forbes	person	Q3065143		IT			
346	Forbes	person	Q3065143		IT			
365	Forbes	person	Q3065143		IT			
265	Duomo	organization	Q2942519		IT			
265	Ghirlandaios	organization	Q64881	Could be incorrect, many renaissance painters named "Ghirlandaio"	IT			
265	Seminary	organization			ERW			
368	Forbes	person	Q3065143		IT			
369	Forbes	person	Q3065143		IT			
265	Volterra	location	Q103305		ERW	TRUE	TRUE	
378	Forbes	person	Q3065143		IT			
266	Albergo	organization		No Wikidata	IT			
266	Albergo Nazionale	organization		No Wikidata	IT			
382	Forbes	person	Q3065143		IT			
383	Forbes	person	Q3065143		IT			
266	Bianco	location		Hotel	IT	TRUE	TRUE	
387	Forbes	person	Q3065143		IT			
389	Forbes	person	Q3065143		IT			
390	Forbes	person	Q3065143		IT			
266	Duomo	organization	Q2942519		IT			
266	Hampton Court	organization	Q205666		IT			
438	Forbes	person	Q3065143		IT			
266	S. Girolamo	organization	Q3689562	Volterra	ERW			
266	San Gimignano	organization			ERW			
357	Fortezza	person	Q381499		IT			
357	Fortezza	person	Q381499		IT			
266	Volterra	location	Q103305		ERW	TRUE	TRUE	
266	Volterra	location	Q103305		ERW	TRUE	TRUE	
197	Fra Angelico	person	Q5664		IT			
197	Fra Angelico	person	Q5664		IT			
372	Fra Angelico	person	Q5664		IT			
215	Fra Bartolommeo	person	Q7780		IT			
267	Church	organization		No wikidata	IT			
267	Church	organization		No wikidata	IT			
267	S. Andrea	location	N/A	San Gimignano	ERW	TRUE	FALSE	
267	San Gimignano	organization			ERW			
216	Fra Bartolommeo	person	Q7780		IT			
294	Fra Paolino	person	Q3749183		IT			
268	Church	organization	Q3001633		IT			
169	Francesco Bassano	person	Q705079		IT			
268	Poggibonsi	location	Q91350		ERW	TRUE	FALSE	
220	Franciabigio	person	Q537712		IT			
268	San Lucchese	organization			ERW			
235	Frank	person	Q21531787		IT			
269	Bank	organization	Q22687		IT			
276	Frank	person	Q21531787		IT			
283	Frank	person	Q21531787		IT			
269	Coltellini	organization	Q1931055		IT			
286	Frank	person	Q21531787		IT			
287	Frank	person	Q21531787		IT			
287	Frank	person	Q21531787		IT			
295	Frank	person	Q21531787		IT			
269	Palazzo Bevilacqua	location	Q1119200		ERW	TRUE	FALSE	
269	Renaissance	organization	Q4692		ERW			
348	Frank	person	Q21531787		IT			
349	Frank	person	Q21531787		IT			
254	Frank Stockton	person	Q105969623		IT			
270	Bissolo	organization	Q2566320		IT			
295	Frank Whitall	person		Mary relative, no wikidata	IT			
80	Frans Hals	person	Q167654		IT			
81	Frans Hals	person	Q167654		IT			
81	Frans Hals	person	Q167654		IT			
270	Duomo	organization	Q753721		IT			
87	Frans Hals	person	Q167654		IT			
88	Frans Hals	person	Q167654		IT			
274	Frans Hals	person	Q167654		IT			
270	Hotel de Roma	organization		No wikidata	IT			
437	Frans Wickhoff	person	N/A		ERW			
270	S. Michele in Bosco	location	Q3685212		ERW	TRUE	TRUE	
271	Albergo Concordia	organization		No Wikidata	IT			
77	Franz <Hals>	person	Q167654		IT			
74	Franz Hals	person	Q167654		IT			
271	Lotto	organization			ERW			
77	Franz Hals	person	Q167654		IT			
271	the Railway Company	organization			ERW			
272	Albergo Discordia	organization		No Wikidata	IT			
272	Borromeo Collection	organization	Q3889707		IT			
79	Franz Hals	person	Q167654		IT			
272	Castello	organization	Q3662873		IT			
272	Church	organization		Unspecified Chuch	IT			
79	Franz Hals	person	Q167654		IT			
107	Franz Hals	person	Q167654		IT			
272	Lotto	organization			ERW			
272	Lotto	organization			ERW			
272	Poldi-Pezzoli	organization	Q1190657	Milan	ERW			
272	Suardi	organization			ERW			
415	Frau Sucher	person	Q7367128		IT			
294	Freeman	person	Q1292269		IT			
272	Trescorre	location	Q42886		ERW	TRUE	TRUE	
294	Freeman	person	Q1292269		IT			
372	Frey	person	Q55850041		IT			
373	Frey	person	Q55850041		IT			
243	Frizzoni	person	Q1555828		IT			
264	Frizzoni	person	Q1555828		IT			
264	Frizzoni	person	Q1555828		IT			
272	Frizzoni	person	Q1555828		IT			
334	Frizzoni	person	Q1555828		IT			
363	Frizzoni	person	Q1555828		IT			
376	Frizzoni	person	Q1555828		IT			
377	Frizzoni	person	Q1555828		IT			
386	Frizzoni	person	Q1555828		IT			
386	Frizzoni	person	Q1555828		IT			
274	Guardi	organization	Q590969		IT			
387	Frizzoni	person	Q1555828		IT			
393	Frizzoni	person	Q1555828		IT			
408	Frizzoni	person	Q1555828		IT			
254	G. Meredith	person	Q90238		IT			
199	Gaddi	person	Q363296		IT			
214	Gagliardi	person	Q3071892		IT			
274	Salon	organization			ERW			
363	Gagliardi	person	Q3071892		IT			
363	Gagliardi	person	Q3071892		IT			
363	Gagliardi	person	Q3071892		IT			
363	Gagliardi	person	Q3071892		IT			
363	Gagliardi	person	Q3071892		IT			
275	Louvre.	organization			ERW			
363	Gagliardi	person	Q3071892		IT			
363	Gagliardi	person	Q3071892		IT			
363	Gagliardi	person	Q3071892		IT			
208	Galignani	person		French library of Florence?	IT			
217	Gamba	person	Q19753788		IT			
291	Gardiner	person		Isabell Gardiner, no wikidata	IT			
275	Sisley	organization			ERW			
275	the New Salon	organization			ERW			
275	the New Salon	organization			ERW			
333	Gardiner	person	Q1770846		IT			
324	Garibaldi	person		No wikidata for Piazza Garibaldi of Cortona	IT			
395	Garibaldi	person		No wikidata for Piazza Garibaldi of Cortona	IT			
98	Garofalo	person	Q728512		IT			
298	Gaudenzio	person	Q734108		IT			
298	Gaudenzios	person	Q734108		IT			
136	Gebhardt	person	Q475489		IT			
131	Gentile Bellini	person	Q290407		IT			
276	the New Salon	organization			ERW			
133	Gentile Bellini	person	Q290407		IT			
91	Gentile da Fabriano	person	Q312393		ERW			
309	George Eliot	person	Q131333		IT			
309	George Eliot	person	Q131333		IT			
296	George Meredith	person	Q90238		IT			
294	George Moore’s	person	Q965927		IT			
268	Gerino	person	Q3104075		IT			
123	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
176	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
177	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
177	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
178	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
179	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
180	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
277	Salon	organization			ERW			
277	the New Salon	organization			ERW			
181	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
184	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
185	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
186	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
188	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
189	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
189	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
190	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
191	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
278	Louvre	organization			ERW			
192	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
192	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
193	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
278	the Old Salon	organization			ERW			
193	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
196	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
197	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
198	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
199	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
201	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
204	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
204	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
279	Louvre	organization			ERW			
279	Louvre	organization			ERW			
204	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
204	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
212	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
279	the New Salon	organization			ERW			
212	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
213	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
216	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
218	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
219	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
220	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
221	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
221	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
223	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
225	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
225	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
281	Harvard	organization	Q13371		IT			
226	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
229	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
281	the Vale of Tears	art	Q104468176		ERW			
230	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
230	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
240	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
240	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
245	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
246	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
247	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
247	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
249	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
282	the Vale of Tears	art	Q104468176		ERW			
249	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
249	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
250	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
250	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
250	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
285	Hill	location	Q5503496		IT	TRUE	FALSE	
250	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
251	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
251	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
251	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
251	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
253	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
286	Wards of Chancery	organization			ERW			
269	Gertrude	person		Gertrude Hitz-Burton, no wikidata	IT			
125	Gertrude Burton	person		Gertrude Hitz-Burton, no wikidata	IT			
287	Hill	location	Q5503496		IT	TRUE	FALSE	
126	Gertrude Burton	person		Gertrude Hitz-Burton, no wikidata	IT			
176	Gertrude Burton	person		Gertrude Hitz-Burton, no wikidata	IT			
335	Geymüller	person	Q125219		IT			
336	Geymüller	person	Q125219		IT			
287	Wards of Chancery	organization			ERW			
287	Wards of Chancery	organization			ERW			
288	〈and〉 the Musée	organization	Q1783956		IT			
336	Geymüller	person	Q125219		IT			
337	Ghiberti	person	Q208125		IT			
215	Ghirlandaio	person	Q64881	Could be incorrect, many renaissance painters named "Ghirlandaio"	IT			
207	Ghirlandajo	person	Q64881	Could be incorrect, many renaissance painters named "Ghirlandaio"	IT			
206	Ghirlandajos	person	Q64881	Could be incorrect, many renaissance painters named "Ghirlandaio"	IT			
288	Hotel du Grand Cerf	organization	Q22997365		IT			
357	Giacosa	person		Former Florence cafe	IT			
116	Giorgio	person	Q3670352		IT			
305	Giorgio Schiavoni	person	Q1290662		IT			
289	〈and〉 the Musée	organization	Q428765		IT			
98	Giorgione	person	Q8459		IT			
154	Giorgione	person	Q8459		IT			
155	Giorgione	person	Q8459		IT			
156	Giorgione	person	Q8459		IT			
156	Giorgione	person	Q8459		IT			
156	Giorgione	person	Q8459		IT			
158	Giorgione	person	Q8459		IT			
163	Giorgione	person	Q8459		IT			
289	Degas	organization	Q46373		IT			
167	Giorgione	person	Q8459		IT			
289	Gerino da Pistoia	organization	Q3104075		IT			
289	Gerino da Pistoia	organization	Q3104075		IT			
167	Giorgione	person	Q8459		IT			
289	the Exposition des Arts de la Femme	organization			ERW			
247	Giorgione	person	Q8459		IT			
143	Giotto	person	Q7814		IT			
144	Giotto	person	Q7814		IT			
144	Giotto	person	Q7814		IT			
144	Giotto	person	Q7814		IT			
180	Giotto	person	Q7814		IT			
428	Giov	person		Artist whose name she couldn't decipher	IT			
140	Giovanelli	person	Q17638047		IT			
160	Giovanni	person	Q3107147		IT			
164	Giovanni Costa	person	Q3107147		IT			
438	Giovanni Piccinelli	person	N/A		ERW			
317	Giovanni Santis	person	Q860949		IT			
317	Giovanni Santis	person	Q860949		IT			
314	Girolamo da Treviso	person	Q181980		IT			
160	Girolamo da Udine	person	Q5564795		IT			
204	Giuliano	person	Q312365		IT			
205	Giuliano	person	Q312365		IT			
199	Giuliano di San Gallo 〈	person	Q312365		IT			
437	Giulio	person		No wikidata	IT			
413	Giulio Campis	person	Q1528003		IT			
122	Giulio Romano	person	Q215305		IT			
122	Giulio Romano	person	Q215305		IT			
123	Giulio Romano	person	Q215305		IT			
331	Giulio Romano	person	Q215305		IT			
321	Giuseppe Amici	person		No wikidata - Hotel?	IT			
108	Glyptothek	person	Q162077		IT			
414	Glyptothek	person	Q162077		IT			
103	Goldner Kreuz	person	Q18560073		IT			
423	Goldoni	person	Q165534		IT			
291	the Mairie 1re Arrondissement	organization			ERW			
424	Goldoni	person	Q165534		IT			
426	Goldoni	person	Q165534		IT			
426	Goldoni	person	Q165534		IT			
427	Goldoni	person	Q165534		IT			
76	Goncourt	person	Q622283		IT			
83	Goncourt	person	Q622283		IT			
292	Louvre	organization			ERW			
165	Goncourt	person	Q622283		IT			
297	Goncourt	person	Q622283		IT			
435	Graf	person	Q715306		IT			
292	Pont d'Austerlitz	location	Q2307722		ERW	TRUE	FALSE	
220	Graham Bell	person	Q34286		IT			
215	Granacci	person	Q717097		IT			
202	Grandma	person		No wikidata	IT			
435	Grandma Costelloe	person		No wikidata	IT			
435	Grandma Smith	person		No wikidata	IT			
118	Green	person	Q4726110		IT			
291	Green	person	Q4726110		IT			
323	Greene	person		No wikidata	IT			
89	Grotius	person	Q154959		IT			
293	Louvre	organization			ERW			
293	Louvre	organization			ERW			
89	Grotius	person	Q154959		IT			
426	Guarizzo	person		No wikidata	IT			
293	the Exposition des Arts de la Femme	organization			ERW			
322	Gubbio	person	Q20458		IT			
371	Guido da Siena	person	Q15798		IT			
270	Guido Reni	person	Q109061		IT			
302	Guidos	person	Q109061		IT			
254	Gunter	person	Q3621519		IT			
440	Gustavo Frizzoni	person	Q1555828		ERW			
294	Chateau	organization	Q751876		IT			
294	Fontainebleau	location	Q182872		IT	TRUE	FALSE	
180	Guy de Maupassant	person	Q9327		IT			
437	H. Hapgood	person		No wikidata	IT			
437	H. W. Massingham	person	Q5730225		IT			
254	Haggard Lang	person	Q237196	Two seperate people, put Haggard's wikidata	IT			
81	Hals	person	Q167654		IT			
81	Hals	person	Q167654		IT			
294	Louvre	organization			ERW			
113	Hamel Jacques	person		No wikidata	IT			
294	Poggio a Caiano	location	Q20387		ERW	TRUE	FALSE	
112	Hanfstaingl	person	Q647812		IT			
294	Rossos	organization	Q312617		ERW			
293	Hapgood	person	Q7052323		IT			
294	the Chapel of St Vincent de Paul	organization			ERW			
294	the Women’s Exposition	organization	N/A		ERW			
294	Whistler  painted in ’66! ships and sea in twilight	painting	Q9348917	not sure the exact correct painting	ERW			
294	Hapgood	person	Q7052323		IT			
295	Hapgood	person	Q7052323		IT			
296	Hapgood	person	Q7052323		IT			
297	Hapgood	person	Q7052323		IT			
342	Hapgood	person	Q7052323		IT			
343	Hapgood	person	Q7052323		IT			
295	Hapgood	organization	Q7052323		IT			
358	Hapgood	person	Q7052323		IT			
295	Hotel de Ville	organization	Q640968		IT			
377	Hapgood	person	Q7052323		IT			
417	Hapgood	person	Q14954804		IT			
418	Hapgood	person	Q14954804		IT			
295	the Opéra Comique	organization			ERW			
421	Hapgood	person	Q14954804		IT			
422	Hapgood	person	Q14954804		IT			
295	Umbrian School	organization	Q2478178		ERW			
232	Harold	person		Child, no wikidata	IT			
253	Harrison	person		No wikidata	IT			
229	Hawthorne	person	Q69339		IT			
296	Giovanni	organization	Q3107147		IT			
354	Hawthorne	person	Q69339		IT			
296	l’Exposition des Arts de la Femme	organization	N/A	1892	ERW			
296	Louvre.	organization			ERW			
355	Hawthorne	person	Q69339		IT			
296	Met Giovanni Costa	organization			ERW			
296	Met Hapgood	organization			ERW			
369	Hawthorne	person	Q69339		IT			
296	Raphael and School	organization	Q5597		ERW			
296	Rukhmabai	organization	Q24939367		ERW			
408	Helen Hopekirk	person	Q5702488		IT			
409	Helen Hopekirk	person	Q5702488		IT			
297	Accademia	organization	Q1168859		IT			
409	Helen Hopekirk	person	Q5702488		IT			
214	Henry James’ American	person	Q170509		IT			
171	Henry Jones	person	Q979372		IT			
172	Henry Jones	person	Q979372		IT			
138	Henry Layard	person	Q275013		IT			
422	Henry Layard	person	Q275013		IT			
297	Hotel Centrale	organization		No wikidata	IT			
297	Met Hapgood	organization			ERW			
374	Hermann Grimm	person	Q65292		IT			
387	Hermann Grimm	person	Q65292		IT			
387	Hermann Grimm	person	Q65292		IT			
440	Hermann Klinsman	person	N/A		ERW			
297	Superga	organization			ERW			
297	Tanagras	organization			ERW			
297	Tanagras	organization			ERW			
297	the Museo Civico	organization			ERW			
169	Herr Frümel	person		No wikidata	IT			
169	Herr Frümel	person		No wikidata	IT			
164	Herr Hofrath von Enghert	person		No wikidata	IT			
92	Herr Klinsmann	person		No wikidata	IT			
93	Herr Klinsmann	person		No wikidata	IT			
215	Herrick	person	Q553554		IT			
354	Herrick	person	Q553554		IT			
298	Croce Bianca	organization		Hotel, no wikidata	IT			
298	Duomo	organization	Q17622411		IT			
401	Hertz	person		No wikidata - Maria Hertz?	IT			
258	Hezeltine	person	Q17626379		IT			
308	Hogarth	person	Q171344		IT			
75	Hokusai	person	Q5586		IT			
170	Holbeins	person	Q48319		IT			
263	Homer	person	Q6691		IT			
264	Homer	person	Q6691		IT			
138	Horatio Brown	person	Q3786754		IT			
298	San Francesco	location	Q120672342		ERW	TRUE	TRUE	
139	Horatio Brown	person	Q3786754		IT			
298	the Museo Civico	organization			ERW			
298	Varallo	location	Q25216		ERW	TRUE	TRUE	
298	Varallo	location	Q25216		ERW	TRUE	TRUE	
299	Albergo Concordia	organization		No Wikidata	IT			
140	Horatio Brown	person	Q3786754		IT			
424	Horatio Brown	person	Q3786754		IT			
299	Church	organization	Q3671001		IT			
299	Church	organization	Q3671001		IT			
426	Horatio Brown	person	Q3786754		IT			
368	Horatio Browne	person	Q3786755		IT			
269	Hotel Pellegrino	person		No wikidata	IT			
299	tasca	organization			ERW			
299	tasca	organization			ERW			
300	Albergo Italia	organization	Q112137127		IT			
270	Hotel Pellegrino	person		No wikidata	IT			
367	Howards	person	Q1517131		IT			
300	Liaisons Dangereuses	organization			ERW			
300	Lotto	organization			ERW			
300	Lotto	organization			ERW			
134	Howells	person	Q526709		IT			
135	Howells	person	Q526709		IT			
300	San Spirito	location			ERW	TRUE	FALSE	
301	Academy	organization	Q10855544		IT			
301	Academy	organization	Q10855544		IT			
135	Howells	person	Q526709		IT			
89	Hugo Grotius	person	Q154959		IT			
89	Hugo Grotius	person	Q154959		IT			
223	Hugo van du Gois	person	Q215251		IT			
294	Hunt	person	Q211763		IT			
414	Hutchins Hapgood	person	Q14954804		IT			
301	Duomo	organization	Q2001128		IT			
301	Lotto	organization			ERW			
253	Huxley	person	Q81447		IT			
221	Huysmans	person	Q210798		IT			
222	Huysmans	person	Q210798		IT			
264	Huysmans	person	Q210798		IT			
199	Huysmans’ À Rebours	person	Q210798		IT			
225	Huysmans’ En	person	Q210798		IT			
82	Ibsen	person	Q36661		IT			
165	Ibsen	person	Q36661		IT			
167	Ibsen	person	Q36661		IT			
168	Ibsen	person	Q36661		IT			
184	Ibsen	person	Q36661		IT			
200	Ibsen	person	Q36661		IT			
298	Ibsen	person	Q36661		IT			
334	Ibsen	person	Q36661		IT			
302	S. Maria di Carignano	location	Q810076		ERW	TRUE	FALSE	
336	Ibsen	person	Q36661		IT			
303	Albergo Roma	organization		No Wikidata	IT			
303	Ambrosiana	organization	Q815611		IT			
343	Ibsen	person	Q36661		IT			
360	Ibsen	person	Q36661		IT			
369	Ibsen	person	Q36661		IT			
369	Ibsen	person	Q36661		IT			
373	Ibsen	person	Q36661		IT			
378	Ibsen	person	Q36661		IT			
382	Ibsen	person	Q36661		IT			
316	Il Sindaco	person		Character from play, no wikidata	IT			
317	Il Sindaco	person		Character from play, no wikidata	IT			
440	Ingram Bywater	person	Q458401		ERW			
359	Irene	person	N/A		ERW			
303	Morone	organization	Q1237219		ERW			
276	Irwick	person	N/A		ERW			
