Page #,Citation,Entry,Type,Wikidata ID,Notes,Annotator,Paragraph #,Start,End
407,,Lotto Intarsias,art,Q3981182,,ERW,14,11,20
415,,Iphegenie in Tauris,art,Q475063,Iphigenia in Tauris,ERW,10,42,51
409,,Islach,art,N/A, La Reclame,ERW,8,8,14
98,,"Jacob and Rachel, Palma",art,Q50322185,,ERW,11,0,5
88,,Christ and the Magdalene,art,Q21487137,at Brunswick,ERW,1,269,274
89,,Judith and Fortezza,art,Q57728663,Brunswick,ERW,11,43,49
357,,Judith,art,Q2247406,Uffizi,ERW,1,25,31
98,,"Justice, Dosso",art,N/A,by Dosso Dossi,ERW,9,0,7
424,,Goldoni’s La Famiglia dell’Antiquario. ,art,Q3208618,Venice,ERW,9,91,102
409,,La Reclame,art,N/A,Paris wooden sculpture,ERW,8,35,45
191,,Le Barbre de Seville,art,Q632743,,ERW,7,51,71
98,,Mars and Venus,art,Q50322584,Il Garofalo,ERW,4,9,14
402,,Moses,art,Q1989744,Michalangelo's,ERW,9,64,69
232,,Frescos by Bronzino. the drowning Pharaoh’s army in the Red Sea,art,Q1404331,Crossing of the Red Sea,ERW,2,299,306
135,," S. Giovanni Elimosinario (Pordenone, Titian)",art,Q1543347,wikiID for the church where the art located,ERW,6,53,62
158,,Pordenone’s frescoes in the cloister of S. Stefano,art,Q974832,wikiID for the church where the art located,ERW,2,395,404
159,,Pordenone in the Duomo,art,Q51149,treviso. wikiID for the church where the art located,ERW,5,16,25
89,,Primavera,art,Q549847,,ERW,10,0,9
177,,Primavera,art,Q549847,,ERW,13,215,224
388,,Primavera,art,Q549847,,ERW,5,108,117
98,,Jacob and Rachel,art,Q50322185,,ERW,11,10,16
167,,the St. Sebastian,art,Q29230893,wiki-ID for copy,ERW,3,451,468
281,,the Vale of Tears,art,Q104468176,,ERW,6,57,74
282,,the Vale of Tears,art,Q104468176,,ERW,2,57,74
398,,the Vatican Sculptures,art,Q8723850,,ERW,10,16,38
130,,Tintorettos,art,Q5996597,at Doges Palace,ERW,2,43,71
98,,Venus,art,Q119950219,Sleeping Venus Giorgione,ERW,2,93,98
402,,Colonna,lcoation,Q1110986,,IT,9,8,15
403,,Colonna,lcoation,Q1110986,,IT,8,63,78
403,,Colonna,lcoation,Q1110986,,IT,13,14,19
81,,〈Hanover〉,location,Q1715,,IT,2,14,21
265,,〈in Pisa〉,location,Q13375,,IT,2,39,46
320,,Adriatic,location,Q13924,,IT,6,59,66
140,,Afternoon Doge’s,location,Q189883,,IT,1,92,99
150,,Altichieris,location,Q379567,,IT,14,30,38
151,,Altichieris,location,Q379567,,IT,4,64,72
241,,Angeli,location,Q4706745,,IT,2,31,39
307,,Angeli,location,Q4706745,,IT,3,195,203
329,,Angeli,location,Q4706745,,IT,5,0,8
221,,Annunziata,location,Q71266883,,IT,9,0,8
240,,Annunziata,location,Q71266884,,IT,3,29,37
382,,Annunziata,location,Q71266885,,IT,7,0,8
393,,Annunziata,location,Q71266886,,IT,13,0,8
398,,Ara Coeli,location,Q318660,,IT,9,0,8
179,,Arezzo,location,Q13378,,IT,2,5,13
179,,Arezzo,location,Q13378,,IT,4,15,23
180,,Arezzo,location,Q13378,,IT,8,36,44
323,,Arezzo,location,Q13378,,IT,11,0,8
396,,Arezzo,location,Q13378,,IT,12,0,8
396,,Arezzo,location,Q13378,,IT,4,35,43
253,,Arno,location,Q115457,,IT,1,71,79
320,,Arulane,location,,No idea what location this is,IT,8,103,111
232,,Badia,location,Q333816,,IT,8,0,8
264,,Bassano,location,Q47094,,IT,13,0,8
265,,Bassano,location,Q47094,,IT,15,40,48
420,,Bassano,location,Q47094,,IT,2,0,8
152,,Bassano 〈del Grappa〉,location,Q47094,,IT,6,133,141
153,,Bassano 〈del Grappa〉,location,Q47094,,IT,8,56,64
261,,Brighton,location,Q131491,,IT,6,34,44
437,,Broadhurst Gardens,location,Q108354375,,IT,2,53,58
232,,Bronzino,location,Q352482,,IT,7,0,5
244,,Bronzino,location,Q352482,,IT,2,0,5
128,,Burano,location,Q52439,,IT,2,203,208
128,,Burano,location,Q52439,,IT,3,134,139
390,,Bywaters,location,Q458401,,IT,13,276,284
253,,Caiano,location,Q20387,,IT,1,52,64
385,,Caiano,location,Q20387,,IT,8,37,49
252,,Cajano,location,Q20387,,IT,12,11,19
253,,Cajano,location,Q20387,,IT,16,68,76
358,,Calzi Perugino,location,Q30880115,,IT,4,74,82
329,,Cambio,location,Q28790401,,IT,9,44,52
397,,Cambio,location,Q54870700,,IT,8,29,40
139,,Campanile,location,Q1864226,,IT,1,3,25
381,,Carmine,location,Q1042634,,IT,9,32,39
381,,Carmine,location,Q1042634,,IT,3,42,49
426,,Carmine,location,Q2780025,,IT,6,58,70
429,,Carmine,location,Q3635660,,IT,3,26,38
421,,Ceneda,location,Q2316315,,IT,1,6,15
201,,Certosa,location,Q1056344,,IT,2,88,97
218,,Certosa,location,Q1056344,,IT,3,47,56
218,,Certosa,location,Q1056344,,IT,5,28,37
383,,Certosa,location,Q1056344,,IT,14,0,9
415,,Champ de Mars,location,Q217925,,IT,2,0,9
421,,Cittadella,location,Q6671,,IT,2,40,46
420,,Cornuda,location,Q47491,,IT,4,20,29
95,,Costa in,location,Q3725701,,IT,10,20,29
99,,Danube,location,Q1653,,IT,9,0,4
104,,Danube,location,Q1653,,IT,2,74,78
105,,Danube,location,Q1653,,IT,10,23,27
418,,Dolomites,location,Q1283,,IT,3,104,109
330,,Europa,location,,Hotel,IT,3,282,287
196,,Europe,location,Q46,,IT,8,49,55
196,,Europe,location,Q46,,IT,17,169,186
196,,Europe,location,Q46,,IT,3,97,115
316,,Fano,location,Q13142,,IT,13,26,34
317,,Fano,location,Q13142,,IT,6,36,44
245,,Firenze,location,Q16172,,ERW,2,50,57
438,,Firenze,location,Q16172,,ERW,10,0,7
440,,Firenze,location,Q16172,,ERW,6,36,43
227,,Florence,location,Q2044,,IT,10,22,34
230,,Florence,location,Q2044,,IT,3,48,60
346,,Florence,location,Q2044,,IT,6,0,15
358,,Florence,location,Q2044,,IT,2,10,25
376,,Florence,location,Q2044,,IT,12,211,222
378,,Florence,location,Q2044,,IT,3,82,99
393,,Florence,location,Q2044,,IT,3,79,86
213,,Florence [Mary’s,location,Q2044,,IT,6,54,66
112,,Florentine,location,Q2044,,IT,1,389,394
342,,Florentine,location,Q2044,,IT,2,588,593
342,,Florentine,location,Q2044,,IT,3,233,238
375,,Florentine,location,Q2044,,IT,9,145,150
393,,Florentine,location,Q2044,,IT,2,145,150
395,,Fojano,location,Q52081,,IT,7,133,143
396,,Fojano,location,Q52081,,IT,10,72,84
329,,Foligno,location,Q20436,,IT,5,201,211
397,,Foligno,location,Q20436,,IT,4,49,59
294,,Fontainebleau,location,Q182872,,IT,3,70,80
107,,Francia,location,Q260057,,IT,10,16,27
81,,Hanover 8.50,location,Q1715,,IT,2,71,82
285,,Hill,location,Q5503496,,IT,5,29,39
287,,Hill,location,Q5503496,,IT,3,27,37
403,,Hill,location,Q5503496,,IT,1,27,37
240,,Innocenti,location,Q1257947,Florence,ERW,2,91,100
382,,Innocenti,location,Q1257947,Florence,ERW,10,25,34
382,,Innocenti,location,Q1257947,Florence,ERW,10,82,91
77,,Kalverstraat,location,Q748443,,IT,9,0,8
121,,La Madonna della Campagna,location,Q3669329,Verona,ERW,3,83,108
311,,LE MARCHE,location,Q18501892,,ERW,14,10,19
125,,Lido,location,,,ERW,12,12,16
126,,Lido,location,,,ERW,4,125,129
129,,Lido,location,,,ERW,3,140,144
130,,Lido,location,,,ERW,5,121,125
131,,Lido,location,,,ERW,3,51,55
133,,Lido,location,,,ERW,10,32,36
310,,Lido,location,,,ERW,2,92,96
310,,Lido,location,,,ERW,7,36,40
310,,Lido,location,,,ERW,11,88,92
422,,Lido,location,,,ERW,3,34,38
422,,Lido,location,,,ERW,9,12,16
424,,Lido,location,,,ERW,3,49,53
426,,Lido,location,,,ERW,7,21,25
98,,Mars,location,,,ERW,4,0,4
262,,Marthe,location,,,ERW,3,58,64
264,,Marthe,location,,,ERW,11,67,73
250,,Mesopotamia,location,,,ERW,3,459,470
147,,Monselice,location,Q34602,,ERW,2,46,55
148,,Monselice,location,Q34603,,ERW,2,46,55
148,,Monselice,location,Q34604,,ERW,4,5,14
146,,Montagnana,location,Q34605,,ERW,4,49,59
148,,Montagnana,location,Q34605,,ERW,5,0,10
149,,Montagnana,location,Q34605,,ERW,2,0,10
149,,Montagnana,location,Q34605,,ERW,3,6,16
148,,Montagnara,location,Q34605,,ERW,4,29,39
117,,Montagnas,location,Q34605,,ERW,2,164,173
304,,Montagnas,location,Q34605,,ERW,3,46,55
332,,Montefiascone,location,Q176142,,ERW,6,118,131
158,,Motta di Livenza,location,Q48065,,ERW,2,192,208
413,,MUNICH,location,Q1726,,ERW,4,1,7
411,,Nancy,location,Q40898,,ERW,9,45,50
412,,Nancy,location,Q40898,,ERW,3,11,16
331,,Orte,location,Q176180,,ERW,2,26,30
332,,Orvieto,location,Q541,,ERW,4,44,51
432,,Paitone,location,Q111349,,ERW,11,8,15
269,,Palazzo Bevilacqua,location,Q1119200,,ERW,7,124,142
152,,Palladio,location,Q18498469,,ERW,1,60,68
398,,Pantheon,location,Q99309,,ERW,14,28,36
240,,Pazzi,location,Q600355,,ERW,2,188,193
379,,Pazzi,location,Q600355,,ERW,4,70,75
161,,Pension Lejeune,location,N/A,,ERW,1,29,44
162,,Pension Lejeune,location,N/A,,ERW,1,26,41
166,,Pension Lejeune,location,N/A,,ERW,5,28,43
168,,Pension Lejeune,location,N/A,,ERW,1,28,43
170,,Pension Lejeune,location,N/A,,ERW,1,29,44
163,,Pensione Lejeune,location,N/A,,ERW,5,29,45
164,,Pensione Lejeune,location,N/A,,ERW,1,27,43
244,,Pensione Tognazzi,location,N/A,,ERW,5,28,45
325,,Perugia,location,Q3437,,ERW,3,11,18
428,,S. Maria del Pieve,location,Q1475948,,ERW,8,11,16
107,,Pinacothek,location,Q154568,Munich,ERW,3,4,14
111,,Pinacothek,location,Q154568,Munich,ERW,4,12,22
176,,Pitti,location,Q29286,,ERW,11,28,33
177,,Pitti,location,Q29286,,ERW,5,29,34
190,,Pitti,location,Q29286,,ERW,2,0,5
190,,Pitti,location,Q29286,,ERW,6,0,5
190,,Pitti,location,Q29286,,ERW,11,0,5
191,,Pitti,location,Q29286,,ERW,4,30,35
193,,Pitti,location,Q29286,,ERW,3,36,41
198,,Pitti,location,Q29286,,ERW,2,61,66
215,,Pitti,location,Q29286,,ERW,2,46,51
218,,Pitti,location,Q29286,,ERW,12,74,79
219,,Pitti,location,Q29286,,ERW,2,74,79
220,,Pitti,location,Q29286,,ERW,5,95,100
222,,Pitti,location,Q29286,,ERW,3,39,44
227,,Pitti,location,Q29286,,ERW,2,0,5
230,,Pitti,location,Q29286,,ERW,2,0,5
246,,Pitti,location,Q29286,,ERW,2,29,34
246,,Pitti,location,Q29286,,ERW,13,0,5
247,,Pitti,location,Q29286,,ERW,6,69,74
248,,Pitti,location,Q29286,,ERW,9,71,76
249,,Pitti,location,Q29286,,ERW,6,45,50
250,,Pitti,location,Q29286,,ERW,2,45,50
251,,Pitti,location,Q29286,,ERW,8,26,31
252,,Pitti,location,Q29286,,ERW,8,133,138
254,,Pitti,location,Q29286,,ERW,44,0,5
255,,Pitti,location,Q29286,,ERW,3,15,20
335,,Pitti,location,Q29286,,ERW,4,21,26
335,,Pitti,location,Q29286,,ERW,15,47,52
340,,Pitti,location,Q29286,,ERW,,,
341,,Pitti,location,Q29286,,ERW,7,14,19
350,,Pitti,location,Q29286,,ERW,10,107,112
359,,Pitti,location,Q29286,,ERW,8,29,34
373,,Pitti,location,Q29286,,ERW,15,12,17
381,,Pitti,location,Q29286,,ERW,1,22,27
381,,Pitti,location,Q29286,,ERW,5,98,103
384,,Pitti,location,Q29286,,ERW,2,14,19
386,,Pitti,location,Q29286,,ERW,13,15,20
387,,Pitti,location,Q29286,,ERW,2,15,20
389,,Pitti,location,Q29286,,ERW,6,34,39
391,,Pitti,location,Q29286,,ERW,4,37,42
393,,Pitti,location,Q29286,,ERW,2,28,33
268,,Poggibonsi,location,Q91350,,ERW,1,44,54
211,,Poggio,location,Q1601943,,ERW,3,57,63
294,,Poggio a Caiano,location,Q20387,,ERW,15,7,13
381,,Poggio,location,N/A,,ERW,10,65,71
385,,Poggio a Caiano,location,Q20387,,ERW,8,9,15
408,,Poldi,location,Q1190657,Milan,ERW,3,34,39
292,,Pont d'Austerlitz,location,Q2307722,,ERW,28,49,53
406,,Ponte Ranica,location,Q101428,Ponteranica,ERW,9,72,84
312,,S. Maria di Porto Fuori,location,Q42790537,,ERW,3,41,52
97,,Pötscha,location,Q383386,Potschappe,ERW,5,19,26
97,,Pötscha,location,Q383386,Potschappe,ERW,6,153,160
164,,Prater,location,Q264752,,ERW,10,41,47
204,,Prato,location,Q13377,,ERW,6,17,22
205,,Prato,location,Q13377,,ERW,2,17,22
385,,Prato,location,Q13377,,ERW,7,0,5
393,,Prato,location,Q13377,,ERW,7,23,28
176,,Principe Amadeo,location,N/A,,ERW,7,37,52
334,,Quadri,location,N/A,,ERW,8,14,20
335,,Quadri,location,N/A,,ERW,9,51,57
97,,Rathen,location,Q8224,,ERW,6,132,138
433,,Reigate,location,Q1018418,,ERW,2,162,169
421,,Roma,location,Q220,,ERW,3,28,32
326,,Roman Basilica,location,Q2942835,Todi,ERW,2,219,233
421,,Rotonda,location,Q3457157,Rome,ERW,5,35,42
274,,Rubens,location,Q5599,,ERW,7,123,129
313,,S. Agatha,location,Q3635731,ravenna,ERW,2,112,121
212,,S. Ambrogio,location,Q3672358,Florence,ERW,8,8,19
303,,S. Ambrogio,location,Q3672358,Florence,ERW,2,8,19
431,,S. Anastasia,location,Q1056442,Verona,ERW,17,0,12
267,,S. Andrea,location,N/A,San Gimignano,ERW,7,120,129
131,,S. Barnabà,location,Q2356961,Venice,ERW,9,14,24
426,,S. Barnabà,location,Q2356961,Venice,ERW,18,22,32
310,,S. Bartolomeo,location,Q1648609,Venice,ERW,6,56,69
314,,S. Biagio,location,Q55185996,,ERW,2,84,93
140,,S. Canciano,location,Q1400212,Venice,ERW,7,88,99
142,,S. Cassiano,location,Q3585323,Venice,ERW,3,23,34
310,,S. Cassiano,location,Q3585323,Venice,ERW,6,105,116
310,,S. Catarina,location,Q3585408,Venice,ERW,16,57,68
431,,S. Chiara,location,Q3672973,Verona,ERW,21,18,27
402,,S. Clemente,location,Q385910,Rome,ERW,10,8,19
432,,S. Clemente,location,Q3669778,,ERW,3,3,14
158,,S. Cristina,location,Q18502449,,ERW,2,58,69
193,,S. Domenico,location,Q2789382,,ERW,13,54,65
241,,S. Domenico,location,Q768259,Forlì,ERW,6,14,25
313,,S. Domenico,location,Q768259,Forlì,ERW,3,25,36
317,,S. Domenico,location,Q20155948,Ancona,ERW,5,43,54
201,,S. Egidio,location,Q913169,Church of Sant'Egidio,ERW,12,112,121
367,,S. Emlen,location,N/A,,ERW,2,474,482
123,,S. Eufemia,location,Q3672797,Verona,ERW,5,8,18
430,,S. Eufemia,location,Q3672797,Verona,ERW,7,52,62
430,,S. Fermo,location,Q3669965,Verona,ERW,8,101,109
431,,S. Fermo,location,Q3669965,Verona,ERW,7,8,16
332,,S. Flaviano,location,Q3670004,Montefiascone ,ERW,6,174,185
326,,S. Fortunato,location,Q3670013,Todi,ERW,3,121,133
179,,S. Francesco,location,Q946542,Venice,ERW,11,77,89
180,,S. Francesco,location,Q1677980,Arrezo,ERW,2,77,89
241,,S. Francesco,location,Q810074,Siena,ERW,6,0,12
313,,S. Francesco,location,Q3670110,Forlì,ERW,2,123,135
314,,S. Francesco,location,Q23638749,Rimini,ERW,3,422,434
316,,S. Francesco,location,Q29683576,Pesaro,ERW,2,66,78
130,,S. Francesco della Vigna,location,Q946542,Venice,ERW,5,33,57
425,,S. Francesco della Vigna,location,Q946542,Venice,ERW,8,42,66
140,,S. Gallo,location,Q3585339,Venice,ERW,7,38,46
310,,S. Giacomo,location,Q1150698,Venice,ERW,6,118,128
310,,S. Giacomo in Orio,location,Q1150698,Venice,ERW,6,132,136
310,,S. Giobbe,location,Q2717507,Venice,ERW,11,32,41
138,,S. Giorgio,location,Q126327,Venice,ERW,2,8,18
431,,S. Giorgio,location,Q126327,Venice,ERW,3,17,27
128,,S. Giorgio Maggiore,location,Q126327,Venice,ERW,6,59,78
135,,S. Giorgio Maggiore,location,Q126327,Venice,ERW,5,16,35
139,,S. Giorgio Maggiore,location,Q126327,Venice,ERW,3,32,51
423,,S. Giorgio Maggiore,location,Q126327,Venice,ERW,2,57,76
316,,S. Giovanni,location,Q1543347,Venice,ERW,3,17,28
421,,S. Giovanni,location,Q915746,Venice,ERW,18,12,23
425,,S. Giovanni,location,Q915746,Venice,ERW,8,18,29
129,,S. Giovanni Crisostomo,location,Q915746,Venice,ERW,2,123,145
140,,S. Giovanni Crisostomo,location,Q915746,Venice,ERW,7,64,86
310,,S. Giovanni Crisostomo,location,Q915746,Venice,ERW,6,81,103
131,,S. Giovanni e Paolo,location,Q155225,Venice,ERW,10,23,42
422,,S. Giovanni e Paolo,location,Q155225,Venice,ERW,12,45,64
427,,S. Giovanni e Paolo,location,Q155225,Venice,ERW,16,45,64
314,,S. Giustiniano,location,N/A,,ERW,6,257,271
73,,S. Jacques,location,Q456130,,IT,5,0,8
74,,S. Jacques,location,Q456130,,IT,20,0,8
398,,S. John Lateran,location,Q84090,Rome,ERW,5,22,37
310,,S. Leo,location,Q647427,Venice,ERW,6,48,54
178,,S. Marco,location,Q3382259,Florence,ERW,9,23,31
196,,S. Marco,location,Q3382259,Florence,ERW,5,10,18
398,,S. Marco,location,Q1479910,Rome,ERW,2,11,19
134,,S. Marcuola,location,Q1585514,Venice,ERW,2,8,19
310,,S. Marcuolo,location,Q1585514,Venice,ERW,11,16,27
424,,S. Mari dell’Orto,location,Q861436,Venice,ERW,8,23,40
140,,S. Maria,location,Q520477,Venice,ERW,7,101,109
313,,S. Maria,location,Q520477,Venice,ERW,2,56,64
325,,S. Maria del Monte Luce,location,Q3585421,Monteluce,ERW,8,25,48
308,,S. Maria del Orto,location,Q861436,Madonna dell'Orto,ERW,2,124,128
310,,S. Maria del Orto,location,Q861436,Madonna dell'Orto,ERW,16,73,90
179,,S. Maria del Pieve,location,Q1475948,,ERW,11,8,26
180,,S. Maria del Pieve,location,Q1475948,,ERW,2,8,26
398,,S. Maria del Popolo,location,Q869513,,ERW,2,21,40
321,,S. Maria della Misericordia,location,Q108180155,not 100% sure,ERW,6,134,148
179,,S. Maria delle Grazie,location,Q2223152,Arezzo,ERW,11,176,197
180,,S. Maria delle Grazie,location,Q2223152,Arezzo,ERW,2,176,197
322,,S. Maria di Belvedere,location,Q21099818,,ERW,20,60,81
323,,S. Maria di Belvedere,location,Q21099818,,ERW,2,60,81
302,,S. Maria di Carignano,location,Q810076,,ERW,12,46,67
422,,S. Maria Formosa,location,Q1813687,,ERW,12,0,16
120,,S. Maria in Organo,location,Q1052661,,ERW,11,23,29
126,,S. Maria Mater Domini,location,Q520477,Venice,ERW,7,8,29
139,,S. Maria Mater Domini,location,Q520477,Venice,ERW,8,63,84
427,,S. Maria Mater Domini,location,Q520477,Venice,ERW,16,0,21
207,,S. Maria Novella,location,Q51175,,ERW,5,40,56
370,,S. Maria Novella,location,Q51175,,ERW,21,8,24
371,,S. Maria Novella,location,Q51175,,ERW,2,8,24
393,,S. Maria Novella,location,Q51175,,ERW,10,102,118
398,,S. Maria sopra Minerva,location,Q823685,,ERW,14,0,22
314,,S. Mercuriale,location,Q762352,,ERW,2,58,71
270,,S. Michele in Bosco,location,Q3685212,,ERW,4,102,112
430,,S. Naz〈areno〉 e Celso,location,Q3668316,Santi Nazaro e Celso,ERW,11,39,60
320,,S. Niccolo,location,Q3635709,Tolentino,ERW,7,70,80
324,,S. Niccolo,location,Q3671405,,ERW,8,193,203
298,,San Francesco,location,,,ERW,16,26,39
300,,San Spirito,location,,,ERW,9,16,27
121,,Santa Maria del Organo,location,Q1052661,,ERW,2,23,29
431,,Santa Maria del Organo,location,Q1052661,,ERW,14,12,18
135,,Santa Maria delle Zitelle.,location,Q753370,,ERW,5,58,65
430,,Santa Maria in Organo,location,Q1052661,,ERW,12,29,35
129,,Santa Maria in Orto,location,Q861436,Madonna dell'Orto,ERW,6,74,78
331,,Schenardi,location,,,ERW,7,36,45
309,,Sea,location,,,ERW,1,603,606
309,,Sea,location,,,ERW,2,725,728
384,,Sea,location,,,ERW,9,40,43
384,,Sea,location,,,ERW,14,44,47
163,,Siberia,location,,,ERW,7,116,123
107,,Sodoma,location,,,ERW,3,175,181
244,,Sodoma,location,,,ERW,7,175,181
303,,Sodoma,location,,,ERW,7,114,120
245,,St. Sebastian,location,,,ERW,5,213,226
415,,Tauris,location,,,ERW,10,55,61
398,,the Appian Way,location,,,ERW,6,24,38
240,,the Boboli Gardens,location,,,ERW,9,13,31
365,,the Boboli Gardens,location,,,ERW,3,13,31
352,,the Botticelli Venus,location,,,ERW,1,103,123
352,,the Botticelli Venus,location,,,ERW,2,215,235
401,,the ilex grove,location,,,ERW,5,107,121
403,,the Lake of,location,,,ERW,10,134,145
304,,the Monte Berico,location,,,ERW,3,17,33
232,,the Red Sea,location,,,ERW,2,317,328
340,,the Uffici ,location,Q51252,Uffizi,ERW,9,30,50
384,,the Villa Carreggi,location,N/A,,ERW,13,108,126
418,,Toblach,location,Q380189,,ERW,3,47,54
320,,Tolentino,location,Q94978,,ERW,7,27,36
128,,Torcello,location,Q52441,,ERW,1,38,46
198,,Toscana,location,Q1273,,ERW,5,56,63
259,,Toscana,location,Q1273,,ERW,16,71,78
343,,Toscana,location,Q1273,,ERW,3,26,33
434,,Toscana,location,Q1273,,ERW,10,67,74
420,,Tre Garofani,location,N/A,,ERW,12,28,40
384,,Treppiano,location,N/A,Trebbiano,ERW,13,77,86
272,,Trescorre,location,Q42886,,ERW,8,44,53
357,,Trespiano,location,Q3676951,,ERW,3,61,70
330,,Trevi,location,Q20604,,ERW,2,111,116
330,,Trevi,location,Q20604,,ERW,4,21,26
320,,Triumphal Arch,location,Q107273499,,ERW,8,286,295
311,,TUSCANY,location,Q1273,,ERW,14,21,28
264,,Udine,location,Q2790,,ERW,1,241,246
140,,Vacina,location,N/A,,ERW,8,120,126
146,,Vanzo,location,Q4008661,,ERW,5,23,28
298,,Varallo,location,Q25216,,ERW,5,57,64
298,,Varallo,location,Q25216,,ERW,8,11,18
177,,Venus,location,Q151047,Botticelli,ERW,13,233,238
323,,Vitelli palace,location,N/A,,ERW,1,14,21
265,,Volterra,location,Q103305,,ERW,3,44,52
266,,Volterra,location,Q103305,,ERW,1,37,45
266,,Volterra,location,Q103305,,ERW,4,26,34
104,,Walhalla,location,N/A,,ERW,3,17,25
105,,Walhalla,location,N/A,,ERW,2,17,25
421,,〈Albergo〉,organization,Q56256122,,IT,2,48,56
432,,〈Albergo〉,organization,,Defunct Hotel,IT,3,424,432
433,,〈Albergo〉 Pellegrino,organization,,Defunct Hotel,IT,3,0,8
288,,〈and〉 the Musée,organization,Q1783956,,IT,8,99,106
289,,〈and〉 the Musée,organization,Q428765,,IT,2,301,309
129,,Academy,organization,Q338330,,IT,6,32,39
131,,Academy,organization,Q338330,,IT,5,25,32
133,,Academy,organization,Q338330,,IT,12,0,7
139,,Academy,organization,Q338330,,IT,7,15,22
139,,Academy,organization,Q338330,,IT,4,31,38
141,,Academy,organization,Q338330,,IT,3,0,20
164,,Academy,organization,Q414219,,IT,7,0,8
166,,Academy,organization,Q414219,,IT,1,173,181
174,,Academy,organization,Q414219,,IT,1,413,421
178,,Academy,organization,Q10855544,,IT,14,30,39
192,,Academy,organization,Q10855544,,IT,15,30,39
193,,Academy,organization,Q10855544,,IT,14,27,47
198,,Academy,organization,Q10855544,,IT,12,141,156
208,,Academy,organization,Q10855544,,IT,2,141,156
212,,Academy,organization,Q10855544,,IT,11,14,24
221,,Academy,organization,Q10855544,,IT,7,0,9
223,,Academy,organization,Q10855544,,IT,4,23,29
301,,Academy,organization,Q10855544,,IT,4,35,44
301,,Academy,organization,Q10855544,,IT,14,14,24
306,,Academy,organization,Q338330,,IT,8,35,44
307,,Academy,organization,Q338330,,IT,5,25,34
311,,Academy,organization,Q338330,,IT,12,47,56
353,,Academy,organization,Q10855544,,IT,6,89,96
356,,Academy,organization,Q10855544,,IT,2,52,61
357,,Academy,organization,Q10855544,,IT,6,113,125
369,,Academy,organization,Q10855544,,IT,11,80,98
379,,Academy,organization,Q10855544,,IT,11,41,54
384,,Academy,organization,Q10855544,,IT,6,60,76
388,,Academy,organization,Q10855544,,IT,12,91,110
393,,Academy,organization,Q10855544,,IT,5,147,157
422,,Academy,organization,Q338330,,IT,2,12,21
423,,Academy,organization,Q338330,,IT,3,27,36
423,,Academy,organization,Q338330,,IT,9,31,36
424,,Academy,organization,Q338330,,IT,3,37,58
436,,Academy,organization,Q10855544,,IT,8,5,14
199,,Academy and Churches,organization,Q10855544,,IT,6,100,107
126,,Accademia,organization,Q4671475,,IT,2,0,8
131,,Accademia,organization,Q338330,,IT,2,222,230
297,,Accademia,organization,Q1168859,,IT,9,63,70
306,,Accademia,organization,Q338330,,IT,3,0,16
309,,Accademia,organization,Q338330,,IT,8,0,21
169,,Adoration of the Magi,organization,Q488841,,IT,12,53,61
266,,Albergo,organization,,No Wikidata,IT,6,67,75
320,,Albergo,organization,,No Wikidata,IT,8,0,8
322,,Albergo Campana,organization,,No Wikidata,IT,10,56,64
322,,Albergo Can〈n〉oniera,organization,,No Wikidata,IT,4,22,30
431,,Albergo Capello,organization,,No Wikidata,IT,4,232,240
271,,Albergo Concordia,organization,,No Wikidata,IT,5,12,20
299,,Albergo Concordia,organization,,No Wikidata,IT,5,50,58
406,,Albergo della Pace,organization,,No Wikidata,IT,6,61,69
329,,Albergo della Posta,organization,,No Wikidata,IT,5,47,55
329,,Albergo della Posta,organization,,No Wikidata,IT,8,39,47
397,,Albergo della Posta,organization,,No Wikidata,IT,12,0,8
155,,Albergo della Spada,organization,,No Wikidata,IT,3,44,52
262,,Albergo di Corona,organization,,No Wikidata,IT,1,290,298
272,,Albergo Discordia,organization,,No Wikidata,IT,2,305,313
323,,Albergo Inghilterra,organization,,No Wikidata,IT,1,101,109
300,,Albergo Italia,organization,Q112137127,,IT,8,362,369
315,,Albergo Italia,organization,,No Wikidata,IT,2,226,234
330,,Albergo Lucini,organization,,No Wikidata,IT,3,99,107
318,,Albergo Milano,organization,,No Wikidata,IT,4,39,47
320,,Albergo Milano,organization,,No Wikidata,IT,5,0,8
304,,Albergo Monaco,organization,,Q56256122,IT,6,155,163
306,,Albergo Monaco,organization,,Q56256123,IT,9,15,23
308,,Albergo Monaco,organization,,Q56256124,IT,4,0,8
310,,Albergo Monaco,organization,,Q56256125,IT,10,0,8
424,,Albergo Monaco,organization,,Q56256126,IT,4,38,46
426,,Albergo Monaco,organization,,Q56256127,IT,13,0,8
265,,Albergo Nazionale,organization,,No Wikidata,IT,15,113,121
266,,Albergo Nazionale,organization,,No Wikidata,IT,6,0,8
404,,Albergo Pellegrino,organization,,No Wikidata,IT,8,0,8
303,,Albergo Roma,organization,,No Wikidata,IT,1,16,24
316,,Albergo Roma,organization,,No Wikidata,IT,1,133,141
179,,Albergo Victoria,organization,,No Wikidata,IT,1,384,392
404,,Albergo Vittoria,organization,,No Wikidata,IT,1,455,463
314,,Albergo Zongo,organization,,No Wikidata,IT,2,0,8
316,,Albergo Zongo,organization,,No Wikidata,IT,2,143,151
163,,Albertina,organization,Q371908,,IT,2,294,302
165,,Albertina,organization,Q371908,,IT,4,35,43
166,,Albertina,organization,Q371908,,IT,7,64,72
