Page #,Citation,Entry,Type,Wikidata ID,Notes,Annotator,Paragraph #,Start,End
322,,Fabriano,person,Q13145,,IT,2,68,74
322,,Filippo da Veronas,person,Q5448743,,IT,19,21,27
322,,Gubbio,person,Q20458,,IT,3,36,43
322,,Matelica,person,,,ERW,2,6,14
322,,Maude,person,,,ERW,13,23,28
322,,Sassoferrato,person,,,ERW,9,25,37
323,,Antonio di Sangallo,person,Q456861,,IT,2,32,40
323,,Bernhard,person,Q359047,,IT,3,53,61
323,,Bernhard,person,Q359047,,IT,7,183,191
323,,Burckhardt,person,Q59945,,IT,7,48,62
323,,Creighton,person,Q2362238,,IT,2,246,261
419,,Lengarene,location,Q40161,Longarone,ERW,4,81,90
323,,Diderot,person,Q448,,IT,10,110,115
323,,Greene,person,,No wikidata,IT,2,480,496
323,,Monte Sansevino,person,Q52086,Monte San Savino,ERW,13,45,60
323,,Pontormo,person,Q207929,,ERW,8,73,81
323,,Principe Boncampagna,person,N/A,,ERW,1,64,84
323,,Principe Boncampagna,person,N/A,,ERW,2,201,221
324,,Andrea Sansovino,person,Q495011,,IT,2,12,20
324,,Andrea Sansovino,person,Q495011,,IT,4,31,39
324,,Antonio di Sangallo,person,Q456861,,IT,4,0,8
324,,B. della Gatta,person,Q654579,,IT,6,0,8
324,,Bernhard,person,Q359047,,IT,1,53,61
324,,Bernhard,person,Q359047,,IT,2,236,244
324,,Bernhard,person,Q359047,,IT,4,74,82
324,,Bernhard,person,Q359047,,IT,11,4,11
324,,Castel Fiorentino,person,Q82643,,IT,4,324,339
324,,Castiglione,person,Q82643,,IT,1,43,53
324,,Cortona,person,Q52080,,IT,8,5,14
324,,Garibaldi,person,,No wikidata for Piazza Garibaldi of Cortona,IT,3,12,20
324,,Monte Sansevino,person,Q52087,Monte San Savino,ERW,2,45,60
325,,Bernhard,person,Q359047,,IT,5,81,88
325,,Bernhard,person,Q359047,,IT,12,7,14
325,,Bernhard,person,Q359047,,IT,4,7,13
326,,Bernhard,person,Q359047,,IT,9,12,18
326,,Eusebio,person,Q3060978,,IT,1,79,92
326,,Fiorenzo,person,Q1380214,,IT,12,23,29
327,,Bernhard,person,Q359047,,IT,3,0,4
329,,Bernhard,person,Q359047,,IT,3,278,285
329,,Julia,person,N/A,,ERW,8,59,64
329,,Peruginos,person,Q5827,,ERW,7,225,234
330,,Baedeker,person,Q77302,,IT,5,57,65
330,,Bernhard,person,Q359047,,IT,3,45,55
330,,Lo Spagnas,person,,,ERW,2,170,180
330,,Lo Spagnas,person,,,ERW,4,150,160
330,,Rocco da Vicenza,person,Q7001267,,ERW,2,209,225
330,,S. Agostino,person,Q55169776,not 100% sure,ERW,9,4,15
330,,S. Giacomo,person,Q18493789,Spoleto,ERW,4,164,174
330,,S. Pietro,person,,,ERW,9,20,29
330,,S. Pietro,person,,,ERW,10,46,55
330,,the Ottaviano Nelli,person,,,ERW,2,34,53
331,,Bernhard,person,Q359047,,IT,2,139,148
331,,Claude-Poussin,person,Q6055171,,IT,2,0,15
331,,Giulio Romano,person,Q215305,,IT,12,8,14
331,,Madonna,person,,,ERW,5,27,34
331,,Paul III,person,Q20853245," Madonna della Quercia (of 1538, Paul III",ERW,5,59,67
331,,Raphael,person,Q5597,,ERW,4,193,200
331,,Vignola,person,Q297565,,ERW,4,248,255
332,,Bernhard,person,Q359047,,IT,2,77,97
332,,Cardinal Wolsey,person,Q206512,,IT,2,110,116
332,,Leo X,person,,,ERW,6,45,50
333,,Bernhard,person,Q359047,,IT,5,7,13
333,,Bernhard,person,Q359047,,IT,9,13,18
333,,Bernhard,person,Q359047,,IT,2,43,50
333,,Bernhard,person,Q359047,,IT,2,58,66
333,,Bernhard,person,Q359047,,IT,7,12,20
333,,Burckhardt,person,Q59945,,IT,4,77,83
333,,Burckhardt,person,Q59945,,IT,10,14,18
333,,Gardiner,person,Q1770846,,IT,4,35,43
333,,Mass,person,,,ERW,17,53,57
333,,Mass,person,,,ERW,17,270,274
334,,Costa,person,Q19997507,,ERW,10,0,5
334,,Frizzoni,person,Q1555828,,IT,2,826,838
334,,Ibsen,person,Q36661,,IT,8,0,11
334,,Mass,person,,,ERW,2,53,57
334,,Mass,person,,,ERW,2,270,274
334,,Ray,person,Q7298165,,ERW,1,313,316
334,,Ray,person,Q7298165,,ERW,2,645,648
335,,Bernhard,person,Q359047,,IT,3,11,19
335,,Bernhard,person,Q359047,,IT,8,15,23
335,,Bernhard,person,Q359047,,IT,4,26,34
335,,Bernhard,person,Q359047,,IT,12,21,29
335,,Costa,person,Q19997507,,ERW,17,40,45
335,,Costa,person,Q19997507,,IT,2,177,184
335,,Geymüller,person,Q125219,,IT,6,30,38
335,,Jenkins,person,N/A,,ERW,17,95,102
335,,Jenkins,person,N/A,,ERW,16,0,11
336,,Bernhard,person,Q359047,,IT,2,25,33
336,,Bernhard,person,Q359047,,IT,10,49,57
336,,Bernhard,person,Q359047,,IT,2,49,57
336,,Bernhard,person,Q359047,,IT,2,7,15
336,,Bramante,person,Q7793,,IT,2,253,266
336,,Burd,person,Q16824961,,IT,6,117,124
336,,Costa,person,Q19997507,,ERW,15,0,5
336,,Geymüller,person,Q125219,,IT,2,30,38
336,,Geymüller,person,Q125219,,IT,11,44,67
336,,Ibsen,person,Q36661,,IT,1,0,11
336,,Jenkins,person,N/A,,ERW,9,52,59
336,,Jenkins,person,N/A,,ERW,9,93,100
336,,Machiavelli,person,,,ERW,5,20,31
337,,Bernhard,person,Q359047,,IT,13,37,45
337,,Bernhard,person,Q359047,,IT,1,17,25
337,,Bernhard,person,Q359047,,IT,2,72,80
337,,Bernhard ,person,Q359047,,IT,3,48,52
337,,Costa,person,Q19997507,,ERW,9,36,41
337,,Donatellos,person,Q37562,,IT,7,45,50
337,,Ghiberti,person,Q208125,,IT,7,12,18
337,,Lucca della Robbias,person,,,ERW,4,48,67
338,,Bernhard,person,Q359047,,IT,5,12,20
338,,Bernhard,person,Q359047,,IT,3,85,93
338,,Bernhard,person,Q359047,,IT,4,96,104
338,,Burke,person,Q4892968,,IT,4,14,26
338,,Crivellis,person,Q348024,,IT,2,249,255
338,,Ray,person,Q7298165,,ERW,9,30,33
340,,Bernhard,person,Q359047,,IT,11,24,36
340,,Bernhard,person,Q359047,,IT,8,11,18
340,,Bernhard,person,Q359047,,IT,11,43,63
340,,Bernhard,person,Q359047,,IT,8,125,143
340,,Burke,person,Q4892968,,IT,7,50,57
340,,Burke,person,Q4892968,,IT,7,177,184
340,,Burke,person,Q4892968,,IT,7,232,239
340,,Burke,person,Q4892968,,IT,2,54,61
340,,Lady Eastlake,person,Q513142,,ERW,8,28,41
340,,William James,person,Q125249,,ERW,10,29,42
341,,Bernhard,person,Q359047,,IT,9,35,57
341,,Bernhard,person,Q359047,,IT,1,253,260
341,,Bernhard,person,Q359047,,IT,2,305,312
341,,Bernhard,person,Q359047,,IT,10,153,160
341,,Bernhard,person,Q359047,,IT,7,30,37
341,,Bridges,person,Q925991,,IT,4,33,43
341,,Crivelli,person,Q348024,,IT,10,17,22
341,,James,person,Q125249,William James,ERW,7,38,43
341,,James,person,Q125249,William James,ERW,8,63,68
341,,Tura,person,Q7129,,ERW,7,261,265
341,,Vernon,person,Q2669614,,ERW,8,107,113
341,,Vernon Lee,person,Q2669614,,ERW,8,38,48
341,,William James,person,Q125250,,ERW,2,29,42
342,,Bernhard,person,Q359047,,IT,1,16,24
342,,Bernhard,person,Q359047,,IT,2,119,127
342,,Browning,person,Q233265,,IT,2,19,24
342,,Browning,person,Q233265,,IT,5,0,5
342,,Hapgood,person,Q7052323,,IT,14,39,44
342,,James,person,Q125249,William James,ERW,2,63,68
342,,James,person,Q125249,William James,ERW,3,52,57
342,,Loring,person,,,ERW,3,6,12
342,,Vernon,person,Q2669614,,ERW,2,107,113
342,,Vernon Lee,person,Q2669614,,ERW,2,38,48
343,,Alinari,person,Q644689,,IT,1,85,93
343,,Bernhard,person,Q359047,,IT,1,51,58
343,,Forbes,person,Q3065143,,IT,16,35,40
343,,Hapgood,person,Q7052323,,IT,3,4,13
343,,Ibsen,person,Q36661,,IT,12,0,16
343,,James,person,Q125249,William James,ERW,4,74,79
343,,James,person,Q125249,William James,ERW,8,13,18
343,,James,person,Q125249,William James,ERW,8,49,54
343,,Mikes,person,Q839369,Michael Fields,ERW,7,50,55
344,,Bernhard,person,Q359047,,IT,2,103,110
344,,Bernhard,person,Q359047,,IT,10,28,35
344,,Loeser,person,Q19665336,,ERW,3,11,17
344,,Prudnik,person,N/A,,ERW,3,42,49
344,,Ray,person,Q7298165,,ERW,8,69,72
344,,Ray,person,Q7298165,,ERW,10,54,57
344,,Ray,person,Q7298165,,ERW,10,174,177
345,,B.F.C.C.,person,Q21531787,,IT,12,0,8
345,,B.F.C.C.,person,Q21531787,,IT,12,166,174
345,,Bernhard,person,Q359047,,IT,10,82,89
345,,Charles d’Orleans,person,Q310146,,IT,4,68,77
345,,James,person,Q125249,William James,ERW,10,5,10
345,,Loeser,person,Q19665336,,ERW,4,13,19
345,,Loeser,person,Q19665336,,ERW,10,12,18
346,,Bernhard,person,Q359047,,IT,6,75,82
346,,Bernhard,person,Q359047,,IT,7,44,51
346,,Bernhard,person,Q359047,,IT,4,26,46
346,,Bernhard,person,Q359047,,IT,2,26,46
346,,Bernhard,person,Q359047,,IT,5,45,51
346,,Britten,person,Q4096621,,IT,4,26,31
346,,Forbes,person,Q3065143,,IT,13,70,81
346,,James,person,Q125249,William James,ERW,3,5,10
346,,James,person,Q125249,William James,ERW,14,5,10
346,,James,person,Q125249,William James,ERW,28,56,61
346,,Mrs. James,person,Q107382823,,ERW,36,6,11
346,,Loeser,person,Q19665336,,ERW,35,36,42
346,,Merimée,person,,,ERW,18,57,64
346,,Vernon Lee,person,Q2669614,,ERW,28,21,31
346,,Vernon Lee,person,Q2669614,,ERW,36,61,71
346,,Voltaire,person,Q9068,,ERW,25,11,19
348,,Bernhard,person,Q359047,,IT,4,23,33
348,,Bernhard,person,Q359047,,IT,2,13,18
348,,Bernhard,person,Q359047,,IT,8,8,23
348,,Frank,person,Q21531787,,IT,2,627,636
348,,Nana,person,Q537714,Mary tatum whitall?,ERW,9,90,94
348,,Ray,person,Q7298165,,ERW,9,50,53
348,,Stillman,person,,,ERW,3,39,47
349,,Bernhard,person,Q359047,,IT,7,42,51
349,,Domenico,person,Q191423,,IT,2,56,61
349,,Frank,person,Q21531787,,IT,2,788,797
349,,Jacopo Tintoretto,person,Q9319,,ERW,4,183,200
349,,Nana,person,Q537714,Mary tatum whitall?,ERW,2,90,94
349,,Nathaniel Hawthorne,person,Q69339,,ERW,4,296,315
349,,Ray,person,Q7298165,,ERW,2,50,53
349,,Stillman,person,,,ERW,4,83,91
350,,Bernhard,person,Q359047,,IT,1,56,65
350,,Bernhard,person,Q359047,,IT,8,6,15
350,,Bernhard,person,Q359047,,IT,7,124,134
350,,Bernhard,person,Q359047,,IT,12,0,5
350,,Costa,person,Q19997507,,ERW,10,0,5
350,,Ray,person,Q7298165,,ERW,6,58,61
351,,Bernhard,person,Q359047,,IT,7,0,5
351,,Bernhard,person,Q359047,,IT,8,0,5
351,,Bernhard,person,Q359047,,IT,5,0,5
351,,James,person,Q125249,William James,ERW,4,6,11
351,,Mrs. James,person,Q107382823,,ERW,4,71,76
351,,Mrs. James,person,Q107382823,,ERW,8,13,18
351,,Mrs. James,person,Q107382823,,ERW,8,46,51
351,,Loeser,person,Q19665336,,ERW,5,38,44
351,,Paolo,person,,,ERW,4,412,417
352,,Bernhard,person,Q359047,,IT,11,0,5
352,,Bernhard,person,Q359047,,IT,5,0,5
352,,Bywater,person,Q458401,,IT,5,33,40
352,,Comparetti,person,Q1158982,,IT,11,82,113
352,,Mrs. James,person,Q107382823,,ERW,1,0,5
352,,James,person,Q125249,William James,ERW,2,13,18
352,,Mrs. James,person,Q107382823,,ERW,2,46,51
352,,James,person,,,ERW,2,112,117
352,,James,person,,,ERW,3,13,18
352,,James,person,,,ERW,4,37,42
352,,Loeser,person,Q19665336,,ERW,6,21,27
352,,Vernon Lee,person,Q2669614,,ERW,4,86,96
352,,Vernon Lee’s,person,Q2669614,,ERW,1,153,165
352,,Vernon Lee’s,person,Q2669614,,ERW,2,265,277
353,,Ben Jonson,person,Q193857,,IT,9,406,413
353,,Bernhard,person,Q359047,,IT,11,0,5
353,,Bernhard,person,Q359047,,IT,27,0,5
353,,Bernhard,person,Q359047,,IT,11,0,5
353,,S. Annunziata,person,Q2287001,,ERW,13,39,52
354,,Balzac,person,Q9711,,IT,11,17,25
354,,Hawthorne,person,Q69339,,IT,10,53,66
354,,Herrick,person,Q553554,,IT,3,27,39
355,,Bernhard,person,Q359047,,IT,2,0,5
355,,Botticelli,person,Q5669,,IT,7,21,29
355,,Costa,person,Q19997507,,ERW,4,0,5
355,,Eastlake,person,Q5077219,,ERW,6,20,28
355,,Hawthorne,person,Q69339,,IT,6,8,21
355,,Loeser,person,Q19665336,,ERW,4,43,49
355,,Perugino,person,Q5827,,ERW,3,86,94
355,,Symonds,person,,,ERW,5,13,20
355,,William James,person,Q125251,,ERW,1,447,460
355,,William James,person,Q125252,,ERW,2,513,526
355,,William James,person,Q125253,,ERW,4,10,23
356,,Bernhard,person,Q359047,,IT,13,0,5
356,,Bernhard,person,Q359047,,IT,3,0,16
356,,Botticelli,person,Q5669,,IT,8,58,66
356,,Charles Eastlake,person,Q5077219,author,ERW,1,359,375
356,,Charles Eastlake,person,Q5077219,author,ERW,2,374,390
356,,Costa,person,Q19997507,,ERW,5,29,34
356,,Lady Eastlake,person,Q513142,,ERW,3,39,52
357,,Bernhard,person,Q359047,,IT,6,0,11
357,,Bernhard,person,Q359047,,IT,9,0,8
357,,Bernhard,person,Q359047,,IT,18,29,45
357,,Bernhard,person,Q359047,,IT,8,65,72
357,,Bernhard,person,Q359047,,IT,11,28,38
357,,Bernhard,person,Q359047,,IT,8,29,39
357,,Bernhard,person,Q359047,,IT,8,26,36
357,,Botticelli,person,Q5669,,IT,1,88,96
357,,Charles Eastlake,person,Q5077219,author,ERW,9,70,86
357,,Comparetti,person,Q1158982,,IT,5,13,21
357,,Costa,person,Q19997507,,ERW,1,169,174
357,,Costa,person,Q19997507,,ERW,2,29,34
357,,Costa,person,Q19997507,,ERW,2,294,299
357,,Costa,person,Q19997507,,ERW,4,29,34
357,,Fortezza,person,Q381499,,IT,3,298,306
357,,Fortezza,person,Q381499,,IT,14,32,40
357,,Giacosa,person,,Former Florence cafe,IT,5,53,67
357,,James,person,,,ERW,4,5,10
357,,Loeser,person,Q19665336,,ERW,8,114,120
357,,Terzollino,person,,,ERW,3,49,59
357,,Wickhoff,person,Q85598,,ERW,6,6,14
358,,Hapgood,person,Q7052323,,IT,1,14,23
358,,James,person,,,ERW,2,73,78
358,,Jenkins,person,N/A,,ERW,5,16,23
358,,Perugino,person,Q5827,,ERW,3,45,53
359,,Balducci,person,Q3107021,,IT,8,0,8
359,,Bernhard,person,Q359047,,IT,14,7,17
359,,Bernhard,person,Q359047,,IT,7,34,41
359,,Besnard,person,Q51563027,,IT,4,116,121
359,,Costa,person,Q19997507,,ERW,9,0,5
359,,Ekkehardt,person,Q9082,,IT,8,17,21
359,,Irene,person,N/A,,ERW,6,185,190
359,,James,person,,,ERW,9,42,47
359,,James,person,,,ERW,9,249,254
359,,Loeser,person,Q19665336,,ERW,9,170,176
359,,Mallarmé,person,,,ERW,3,8,16
359,,Rabelais,person,Q131018,,ERW,5,14,22
359,,Ray,person,Q7298165,,ERW,6,33,36
359,,Ray,person,Q7298165,,ERW,6,207,210
359,,Ray,person,Q7298165,,ERW,6,381,384
360,,Alys,person,Q4738704,,IT,2,0,8
360,,Bernhard,person,Q359047,,IT,2,59,66
360,,Bernhard,person,Q359047,,IT,3,173,180
360,,Bernhard,person,Q359047,,IT,7,28,35
360,,Bosanquet,person,Q822329,,IT,2,263,271
360,,Brownell,person,Q8007251,,IT,6,29,34
360,,Eastlake,person,Q513142,,ERW,10,17,25
360,,Ibsen,person,Q36661,,IT,5,40,53
360,,Jenkins,person,N/A,,ERW,14,4,11
360,,Lady Eastlake,person,Q513142,,ERW,6,16,29
360,,Loeser,person,Q19665336,,ERW,3,23,29
360,,Loeser,person,Q19665336,,ERW,17,0,6
360,,Ray,person,Q7298165,,ERW,15,0,3
360,,Symonds,person,,,ERW,10,5,12
361,,Alys,person,Q4738704,,IT,4,0,8
361,,Brownell,person,Q8007251,,IT,8,35,40
361,,James,person,,,ERW,5,18,23
361,,James,person,,,ERW,5,171,176
361,,Loeser,person,Q19665336,,ERW,2,0,6
361,,Loeser,person,Q19665336,,ERW,4,14,20
361,,Loeser,person,Q19665336,,ERW,6,338,344
361,,Michelangelo,person,Q5592,,ERW,4,57,69
361,,the Corsini Ball,person,,,ERW,6,17,33
362,,Bernhard,person,Q359047,,IT,9,60,72
362,,Bernhard,person,Q359047,,IT,2,44,56
362,,Comparetti,person,Q1158982,,IT,2,96,102
362,,Jenkins,person,N/A,,ERW,4,4,11
362,,Loeser,person,Q19665336,,ERW,8,71,77
363,,Berenson,person,Q359047,,IT,2,579,593
363,,Berenson,person,Q359047,,IT,4,18,24
363,,Bernhard,person,Q359047,,IT,9,48,60
363,,Bernhard,person,Q359047,,IT,18,19,31
363,,Bernhard,person,Q359047,,IT,9,37,49
363,,Bernhard,person,Q359047,,IT,5,34,46
363,,Bernhard,person,Q359047,,IT,8,23,35
363,,Bernhard,person,Q359047,,IT,1,0,12
363,,Bernhard,person,Q359047,,IT,2,104,116
363,,Bernhard,person,Q359047,,IT,9,5,15
363,,Bernhard,person,Q359047,,IT,11,201,220
363,,Bernhard,person,Q359047,,IT,2,201,220
363,,Burke,person,Q4892968,,IT,6,53,60
363,,Burke,person,Q4892968,,IT,4,31,40
363,,Costa,person,Q19997507,,ERW,3,289,294
363,,Crespi,person,Q2286799,,IT,2,63,80
363,,Crespi,person,Q2286799,,IT,3,20,31
363,,Crespi,person,Q2286799,,IT,5,12,18
363,,Crespi,person,Q2286799,,IT,2,12,18
363,,Crespi,person,Q2286799,,IT,3,2,18
363,,Crespi,person,Q2286799,,IT,4,83,88
363,,Crespi,person,Q2286799,,IT,8,115,120
363,,Crespi,person,Q2286799,,IT,3,779,784
363,,Crespi,person,Q2286799,,IT,2,0,5
363,,Filippo Lippi,person,Q205148,,IT,10,38,44
363,,Filippo Lippi,person,Q205148,,IT,9,19,25
363,,Frizzoni,person,Q1555828,,IT,15,72,86
363,,Gagliardi,person,Q3071892,,IT,8,10,18
363,,Gagliardi,person,Q3071892,,IT,1,12,20
363,,Gagliardi,person,Q3071892,,IT,5,12,20
363,,Gagliardi,person,Q3071892,,IT,3,12,20
363,,Gagliardi,person,Q3071892,,IT,3,31,39
363,,Gagliardi,person,Q3071892,,IT,5,10,18
363,,Gagliardi,person,Q3071892,,IT,8,26,34
363,,Gagliardi,person,Q3071892,,IT,11,10,18
363,,Loeser,person,Q19665336,,ERW,1,551,557
363,,Loeser,person,Q19665336,,ERW,1,676,682
363,,Loeser,person,Q19665336,,ERW,2,71,77
363,,Loeser,person,Q19665336,,ERW,2,678,684
363,,Loeser,person,Q19665336,,ERW,2,803,809
363,,Loeser,person,Q19665336,,ERW,3,26,32
363,,Signor Frizzoni,person,,,ERW,1,282,297
363,,Signor Frizzoni,person,,,ERW,2,409,424
364,,Bernhard,person,Q359047,,IT,12,74,89
364,,Bernhard,person,Q359047,,IT,2,74,89
364,,Bywater,person,Q458401,,IT,5,86,93
364,,Logan,person,Q328494,,ERW,3,33,38
364,,Marion Lawrence,person,,,ERW,2,51,66
364,,Mother,person,Q537714,,ERW,3,275,281
364,,Ray,person,Q7298165,,ERW,4,0,3
364,,Vernon Lee,person,Q2669614,,ERW,10,59,69
364,,Vernon Lee’s,person,Q2669614,,ERW,5,27,39
365,,Bernhard,person,Q359047,,IT,7,59,63
365,,Bernhard,person,Q359047,,IT,8,19,23
365,,Bernhard,person,Q359047,,IT,9,52,56
365,,Bernhard,person,Q359047,,IT,9,69,73
365,,Britten,person,Q4096621,,IT,1,20,25
365,,Bywater,person,Q458401,,IT,18,13,20
365,,Charles V,person,Q32500,,IT,3,85,91
365,,Fields,person,Q839369,,IT,5,16,21
365,,Forbes,person,Q3065143,,IT,9,27,34
365,,Julius II,person,Q80516,,ERW,11,279,288
365,,Michelangelo,person,Q5592,,ERW,11,291,303
365,,Vernon Lee,person,Q2669614,,ERW,2,59,69
366,,Bernhard,person,Q359047,,IT,2,69,73
366,,Bernhard,person,Q359047,,IT,2,119,126
366,,Costa,person,Q19997507,,ERW,3,169,174
366,,Loeser,person,Q19665336,,ERW,3,154,160
366,,Stillman,person,,,ERW,3,314,322
367,,Aunty Lill,person,,Cannot find,IT,3,6,14
367,,Howards,person,Q1517131,,IT,1,223,242
367,,Jones,person,N/A,,ERW,3,42,47
367,,Lady Carlysle,person,N/A,,ERW,3,114,127
367,,Moody,person,N/A,,ERW,2,277,282
367,,W. L. F.,person,Q65089785,Women's Liberation Front,ERW,3,322,330
368,,Bernhard,person,Q359047,,IT,9,22,37
368,,Bernhard,person,Q359047,,IT,7,153,168
368,,Carlisle,person,Q337630,,IT,2,33,39
368,,Carlisle,person,Q337630,,IT,2,59,64
368,,Creighton,person,Q2362238,,IT,12,108,113
368,,Forbes,person,Q3065143,,IT,10,47,54
368,,Horatio Browne,person,Q3786755,,IT,6,144,151
368,,Lady Carlisle,person,N/A,,ERW,14,286,299
368,,Lady Mary’s,person,N/A,,ERW,14,46,57
368,,Mother,person,Q537714,,ERW,11,59,65
368,,Murray,person,N/A,,ERW,14,71,77
368,,Murray,person,N/A,,ERW,15,4,10
368,,Pontormos,person,Q207929,,ERW,13,19,28
369,,a Benedetto Diana!,person,Q40823,,IT,17,33,41
369,,Bernhard,person,Q359047,,IT,7,23,29
369,,Bernhard,person,Q359047,,IT,3,4,10
369,,Carlisle,person,Q337630,,IT,2,88,96
369,,Carlisle,person,Q7367232,,IT,15,23,29
369,,Costa,person,Q19997507,,ERW,9,0,5
369,,Costa,person,Q19997507,,ERW,11,60,65
369,,Forbes,person,Q3065143,,IT,6,27,31
369,,Hawthorne,person,Q69339,,IT,5,25,38
369,,Ibsen,person,Q36661,,IT,4,34,44
369,,Ibsen,person,Q36661,,IT,8,33,39
369,,Marion,person,,,ERW,8,19,25
369,,Murray,person,N/A,,ERW,4,50,56
369,,Roberts,person,N/A,,ERW,12,22,29
370,,Bernhard,person,Q359047,,IT,3,206,214
370,,Bernhard,person,Q359047,,IT,4,57,65
370,,James,person,,,ERW,5,5,10
370,,Loeser,person,Q19665336,,ERW,5,15,21
370,,Mary,person,,,ERW,12,10,14
370,,Murray,person,N/A,,ERW,12,23,29
370,,Settignano,person,,,ERW,9,17,27
371,,Bernhard,person,Q359047,,IT,1,609,617
371,,Bernhard,person,Q359047,,IT,2,1286,1294
371,,Bernhard,person,Q359047,,IT,4,76,84
371,,Guido da Siena,person,Q15798,,IT,2,17,24
371,,Karin,person,Q6370935,Karin Stephen,ERW,10,18,23
371,,Lorenzetti,person,,,ERW,1,52,62
371,,Lorenzetti,person,,,ERW,2,106,116
371,,Orcagnas,person,Q366499,,ERW,1,0,8
371,,Roberts,person,N/A,,ERW,1,77,84
371,,Roberts,person,N/A,,ERW,2,131,138
371,,Sinclair,person,,,ERW,8,17,25
372,,Bernhard,person,Q359047,,IT,5,66,74
372,,Bernhard,person,Q359047,,IT,1,725,733
372,,Bryce,person,Q336497,,IT,14,0,5
372,,Donatello,person,Q37562,,IT,14,0,5
372,,Donatello,person,Q37562,,IT,4,35,40
372,,Fra Angelico,person,Q5664,,IT,9,24,32
372,,Frey,person,Q55850041,,IT,4,35,43
372,,James,person,,,ERW,10,17,22
372,,Malabecchiani,person,,,ERW,6,34,47
372,,Michelangelo,person,Q5592,,ERW,1,107,119
372,,Michelangelo,person,Q5592,,ERW,2,174,186
372,,Scott,person,,,ERW,9,19,24
372,,Settignano,person,,,ERW,4,32,42
373,,Bernhard,person,Q359047,,IT,2,852,860
373,,Bode,person,Q64607,,IT,3,23,30
373,,Frey,person,Q55850041,,IT,7,9,25
373,,Ibsen,person,Q36661,,IT,9,41,47
373,,Michael,person,,,ERW,5,1,8
374,,Bernhard,person,Q359047,,IT,3,21,29
374,,Bernhard,person,Q359047,,IT,5,0,8
374,,Bernhard,person,Q359047,,IT,9,81,89
374,,Bernhard,person,Q359047,,IT,2,80,102
374,,Hermann Grimm,person,Q65292,,IT,5,24,39
374,,James,person,,,ERW,10,23,28
374,,Karl Frey,person,Q5743139,,ERW,1,29,38
374,,Karl Frey,person,Q5743139,,ERW,2,60,69
374,,Symonds,person,,,ERW,4,140,147
375,,〈Ibsen,person,Q36661,,IT,4,29,37
375,,Bernhard,person,Q359047,,IT,1,0,22
375,,James,person,,,ERW,2,23,28
375,,Miss Peabody,person,N/A,,ERW,3,275,287
375,,Scotts,person,,,ERW,9,23,29
375,,Vernon Lee’s,person,Q2669614,,ERW,1,26,38
375,,Vernon Lee’s,person,Q2669614,,ERW,2,66,78
376,,Bernhard,person,Q359047,,IT,2,34,42
376,,Bernhard,person,Q359047,,IT,6,4,12
376,,Carl Frey,person,Q5743139,,IT,3,175,188
376,,Carl Frey,person,Q5743139,,IT,2,101,111
376,,Frizzoni,person,Q1555828,,IT,4,165,171
376,,Maria Novella,person,,,ERW,3,14,27
377,,Bernhard,person,Q359047,,IT,5,35,43
377,,Bernhard,person,Q359047,,IT,3,0,8
377,,Bernhard,person,Q359047,,IT,2,4,12
377,,Bernhard,person,Q359047,,IT,3,0,8
377,,Frizzoni,person,Q1555828,,IT,1,18,35
377,,Hapgood,person,Q7052323,,IT,1,140,149
377,,Symonds,person,,,ERW,4,29,36
377,,Symonds,person,,,ERW,8,50,57
377,,Symonds,person,,,ERW,12,11,18
378,,Bernhard,person,Q359047,,IT,3,164,172
378,,Christina,person,Q88466476,,IT,1,55,61
378,,Christina Bremner,person,Q88466476,,IT,3,34,44
378,,Forbes,person,Q3065143,,IT,4,43,47
378,,Ibsen,person,Q36661,,IT,2,41,47
378,,James,person,,,ERW,9,42,47
379,,Bernhard,person,Q359047,,IT,10,43,51
379,,Bernhard,person,Q359047,,IT,10,156,164
379,,Botticelli,person,Q5669,,IT,2,438,446
379,,Christina,person,Q88466476,,IT,2,69,75
379,,Christina,person,Q88466476,,IT,10,8,14
379,,Madonna,person,,,ERW,9,189,196
379,,Santa Maria Novella,person,,,ERW,8,0,19
379,,Tintoretto,person,Q706519,,ERW,9,212,222
380,,Bernhard,person,Q359047,,IT,12,7,15
380,,Christina,person,Q88466476,,IT,6,79,101
381,,Bardini,person,Q593445,,IT,6,0,8
381,,Bernhard,person,Q359047,,IT,3,0,8
381,,Botticelli,person,Q5669,,IT,3,66,74
381,,Browning,person,Q233265,,IT,12,0,5
381,,Christina,person,Q88466476,,IT,6,115,140
381,,Christina,person,Q88466476,,IT,2,115,140
381,,Christina to Santo Spirito,person,Q88466476,,IT,7,18,31
381,,James,person,,,ERW,2,34,39
381,,Tintoretto,person,Q706519,,ERW,1,72,82
382,,Benson,person,Q246953,Friend of Berensons,IT,10,134,141
382,,Bernhard,person,Q359047,,IT,1,368,376
382,,Bernhard,person,Q359047,,IT,1,785,793
382,,Bernhard,person,Q359047,,IT,2,491,499
382,,Bernhard,person,Q359047,,IT,2,908,916
382,,Bernhard,person,Q359047,,IT,1,203,211
382,,Browning,person,Q233265,,IT,7,0,5
382,,Christina,person,Q88466476,,IT,6,45,53
382,,Christina,person,Q88466476,,IT,12,37,45
382,,Christina,person,Q88466476,,IT,2,98,106
382,,Christina,person,Q88466476,,IT,8,102,110
382,,Christina,person,Q88466476,,IT,16,24,32
382,,Forbes,person,Q3065143,,IT,7,64,72
