page,text,p,start,end,type,description
139,"Monday, April 26, 1915",2,0,22,DATE,Absolute or relative dates or periods
139,Hot and sultry,3,0,14,PERSON,"People, including fictional"
139,Geoffrey,5,2,10,PERSON,"People, including fictional"
139,Yoï,5,231,234,PERSON,"People, including fictional"
139,Dott. De Nicola,5,265,280,ORG,"Companies, agencies, institutions, etc."
139,Geoffrey,5,282,290,PERSON,"People, including fictional"
139,Sybil,5,315,320,PERSON,"People, including fictional"
139,the night,5,331,340,TIME,Times smaller than a day
139,Lina,6,22,26,PERSON,"People, including fictional"
139,Horne,6,35,40,PERSON,"People, including fictional"
139,Palazzo,6,47,54,FAC,"Buildings, airports, highways, bridges, etc."
139,Mascha von Heiroth,6,100,118,PERSON,"People, including fictional"
139,de Heiroth,6,124,134,PERSON,"People, including fictional"
139,Lina,6,140,144,PERSON,"People, including fictional"
139,Yoï,6,170,173,PERSON,"People, including fictional"
