page,text,p,start,end,type,description
168,"Tuesday, May 25, 1915",2,0,21,DATE,Absolute or relative dates or periods
168,Urbino Albergo d’Italia,3,0,23,PERSON,"People, including fictional"
168,BB,5,25,27,PERSON,"People, including fictional"
168,Sybil,5,32,37,PERSON,"People, including fictional"
168,Parry,5,59,64,PERSON,"People, including fictional"
168,Sybil,5,71,76,PERSON,"People, including fictional"
168,Lenty,5,85,90,PERSON,"People, including fictional"
168,Geoffrey,5,96,104,PERSON,"People, including fictional"
168,Cecil,5,132,137,PERSON,"People, including fictional"
168,Eliza,5,152,157,PERSON,"People, including fictional"
168,about 11,5,167,175,TIME,Times smaller than a day
168,Rignano,5,191,198,GPE,"Countries, cities, states"
168,Borgo Sansepolcro,5,215,232,GPE,"Countries, cities, states"
168,Urbino,5,267,273,GPE,"Countries, cities, states"
168,Ancona,5,307,313,GPE,"Countries, cities, states"
