page,text,p,start,end,type,description,wikidata,viaf,loc,notes
375,"Saturday, December 18, 1915",2,0,27,DATE,Absolute or relative dates or periods,,,,
375,Tatti,2,31,36,GPE,"Countries, cities, states",,,,
375,Geoffrey Scott,4,0,14,PERSON,"People, including fictional",,,,
375,Cecil Pinsent,4,16,29,PERSON,"People, including fictional",,,,
375,Naima Lofroth,4,31,44,PERSON,"People, including fictional",,,,
375,the day,6,32,39,DATE,Absolute or relative dates or periods,,,,
375,BB,7,8,10,PERSON,"People, including fictional",,,,
375,those old old days,7,46,64,DATE,Absolute or relative dates or periods,,,,
375,Madonna,7,330,337,PERSON,"People, including fictional",,,,
375,BB,8,0,2,PERSON,"People, including fictional",,,,
