page,text,p,start,end,type,description,wikidata,viaf,loc,notes
033,"Sunday, January 10, 1915",2,0,24,DATE,Absolute or relative dates or periods,,,,
033,Fiesole,3,27,34,FAC,"Buildings, airports, highways, bridges, etc.",,,,
033,Flora Priestley,4,0,15,PERSON,"People, including fictional",,,,
033,Geoffrey,4,17,25,PERSON,"People, including fictional",,,,
033,Cecil,4,27,32,PERSON,"People, including fictional",,,,
033,Edward Hutton,6,22,35,PERSON,"People, including fictional",,,,
033,Frank Crisp,6,43,54,PERSON,"People, including fictional",,,,
033,the 5th,6,79,86,DATE,Absolute or relative dates or periods,,,,
033,Ross,6,113,117,PERSON,"People, including fictional",,,,
033,Margaret Strong,7,2,17,PERSON,"People, including fictional",,,,
033,Paterson,7,27,35,PERSON,"People, including fictional",,,,
033,Sybil,7,88,93,PERSON,"People, including fictional",,,,
033,Flora,7,116,121,PERSON,"People, including fictional",,,,
033,Janet,7,147,152,PERSON,"People, including fictional",,,,
