page,text,p,start,end,type,description
361,"Saturday, December 4, 1915",2,0,26,DATE,Absolute or relative dates or periods
361,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
361,Dull,4,6,10,GPE,"Countries, cities, states"
361,Geoffrey,5,2,10,PERSON,"People, including fictional"
361,Nello,5,40,45,PERSON,"People, including fictional"
361,BB,5,61,63,PERSON,"People, including fictional"
361,Sybil,5,69,74,PERSON,"People, including fictional"
361,the Madonna del Sasso,5,100,121,FAC,"Buildings, airports, highways, bridges, etc."
361,Ross,6,7,11,PERSON,"People, including fictional"
361,Bates,6,17,22,PERSON,"People, including fictional"
361,Reggie Temple,6,39,52,PERSON,"People, including fictional"
361,Ross,6,72,76,PERSON,"People, including fictional"
361,Batcheller,6,180,190,PERSON,"People, including fictional"
361,The Last Rose of Summer”–a,6,295,321,WORK_OF_ART,"Titles of books, songs, etc."
361,a pleasant evening,6,432,450,TIME,Times smaller than a day
361,40,7,7,9,CARDINAL,Numerals that do not fall under another type
361,Julia,7,21,26,PERSON,"People, including fictional"
361,BB,7,42,44,ORG,"Companies, agencies, institutions, etc."
