page,text,p,start,end,type,description
088,"Saturday, March 6, 1915",2,0,23,DATE,Absolute or relative dates or periods
088,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
088,Cecil Pinsent,3,16,29,PERSON,"People, including fictional"
088,Vida Bispham,3,31,43,PERSON,"People, including fictional"
088,Geoffrey,6,18,26,PERSON,"People, including fictional"
088,BB,6,33,35,PERSON,"People, including fictional"
088,Sybil,6,46,51,PERSON,"People, including fictional"
088,Dumonts,7,4,11,PERSON,"People, including fictional"
088,Margaret Strong,7,29,44,PERSON,"People, including fictional"
088,Geoffrey,7,131,139,PERSON,"People, including fictional"
