page,text,p,start,end,type,description
338,"Thursday, November 11, 1915",2,0,27,DATE,Absolute or relative dates or periods
338,11,3,0,2,CARDINAL,Numerals that do not fall under another type
338,Geoffrey Scott,4,0,14,PERSON,"People, including fictional"
338,Bill,8,9,13,PERSON,"People, including fictional"
338,Bill,10,4,8,PERSON,"People, including fictional"
338,Lina,13,0,4,PERSON,"People, including fictional"
338,Luchaire,13,78,86,PERSON,"People, including fictional"
338,Marcella,13,88,96,PERSON,"People, including fictional"
338,Nello,13,102,107,PERSON,"People, including fictional"
338,Ross,14,14,18,PERSON,"People, including fictional"
338,Lina,14,23,27,PERSON,"People, including fictional"
338,Enniskillen,14,52,63,PERSON,"People, including fictional"
338,Dumont,14,73,79,PERSON,"People, including fictional"
338,BB,16,2,4,PERSON,"People, including fictional"
338,Sybil,16,16,21,PERSON,"People, including fictional"
