page,text,p,start,end,type,description,wikidata,viaf,loc,notes
368,"Saturday, December 11, 1915",2,0,27,DATE,Absolute or relative dates or periods,,,,
368,Geoffrey Scott,3,0,14,PERSON,"People, including fictional",,,,
368,Florence Baldwin,3,16,32,PERSON,"People, including fictional",,,,
368,Flora Priestley,5,38,53,PERSON,"People, including fictional",,,,
368,Henry James,5,101,112,PERSON,"People, including fictional",,,,
368,two,5,121,124,CARDINAL,Numerals that do not fall under another type,,,,
368,Baldwin,6,5,12,PERSON,"People, including fictional",,,,
368,Acton’s,6,21,28,ORG,"Companies, agencies, institutions, etc.",,,,
368,Geoffrey,6,34,42,PERSON,"People, including fictional",,,,
368,Sybil,6,106,111,PERSON,"People, including fictional",,,,
