page,text,p,start,end,type,description
294,"Tuesday, September 28, 1915",2,0,27,DATE,Absolute or relative dates or periods
294,Caprarola,2,29,38,GPE,"Countries, cities, states"
294,Cecil Pinsent,3,0,13,PERSON,"People, including fictional"
294,Geoffrey Scott,3,15,29,PERSON,"People, including fictional"
294,Soriano,4,13,20,PERSON,"People, including fictional"
294,Bomarzo,4,22,29,PERSON,"People, including fictional"
294,Vignanello,4,34,44,PERSON,"People, including fictional"
294,Bomarzo,4,46,53,PERSON,"People, including fictional"
294,Park,4,60,64,LOC,"Non-GPE locations, mountain ranges, bodies of water"
294,Eastern,4,171,178,NORP,Nationalities or religious or political groups
294,Chinese,4,187,194,NORP,Nationalities or religious or political groups
294,Europe,4,224,230,LOC,"Non-GPE locations, mountain ranges, bodies of water"
294,Baldwin,5,7,14,PERSON,"People, including fictional"
294,Gladys,5,41,47,PERSON,"People, including fictional"
294,14 years,5,110,118,DATE,Absolute or relative dates or periods
294,Gladys,5,241,247,PERSON,"People, including fictional"
294,Titian,6,59,65,PERSON,"People, including fictional"
294,Gladys,6,67,73,PERSON,"People, including fictional"
