page,text,p,start,end,type,description
063,"Tuesday, February 9, 1915",2,0,25,DATE,Absolute or relative dates or periods
063,Rain Scirocco,3,0,13,PERSON,"People, including fictional"
063,Barbara,5,38,45,PERSON,"People, including fictional"
063,today,5,46,51,DATE,Absolute or relative dates or periods
063,Alys,6,0,4,PERSON,"People, including fictional"
063,all day,7,25,32,DATE,Absolute or relative dates or periods
063,Laghetto,7,67,75,LOC,"Non-GPE locations, mountain ranges, bodies of water"
063,Japanese,8,9,17,NORP,Nationalities or religious or political groups
063,Port Arthur,8,50,61,FAC,"Buildings, airports, highways, bridges, etc."
063,all night,8,94,103,TIME,Times smaller than a day
063,Christian,8,163,172,NORP,Nationalities or religious or political groups
