page,text,p,start,end,type,description,wikidata,viaf,loc,notes
171,"Saturday, July 15, 1916",2,0,23,DATE,Absolute or relative dates or periods,,,,
171,Naima Löfroth,3,2,15,PERSON,"People, including fictional",,,,
171,Geoffrey Scott,3,17,31,PERSON,"People, including fictional",,,,
171,Nora,5,2,6,PERSON,"People, including fictional",,,,
171,two o’clock,5,22,33,TIME,Times smaller than a day,,,,
171,Valdetta,5,48,56,PERSON,"People, including fictional",,,,
171,Nora,5,80,84,PERSON,"People, including fictional",,,,
171,Naima,6,2,7,PERSON,"People, including fictional",,,,
171,Dumonts,6,35,42,PERSON,"People, including fictional",,,,
171,Gamberaia,6,58,67,PERSON,"People, including fictional",,,,
171,Geoffrey,7,2,10,PERSON,"People, including fictional",,,,
171,B.B.,7,156,160,PERSON,"People, including fictional",,,,
171,Geoffrey,7,343,351,PERSON,"People, including fictional",,,,
171,"July 18, 1916",8,0,13,DATE,Absolute or relative dates or periods,,,,
