page,text,p,start,end,type,description,wikidata,viaf,loc,notes
042,"Tuesday, February 1, 1916",2,0,25,DATE,Absolute or relative dates or periods,,,,
042,Ray’s,2,27,32,ORG,"Companies, agencies, institutions, etc.",,,,
042,London,2,34,40,GPE,"Countries, cities, states",,,,
042,Alys,3,2,6,PERSON,"People, including fictional",,,,
042,Ray,3,11,14,PERSON,"People, including fictional",,,,
042,Cambridge,3,43,52,GPE,"Countries, cities, states",,,,
042,Karin,3,57,62,PERSON,"People, including fictional",,,,
042,this day,4,17,25,DATE,Absolute or relative dates or periods,,,,
042,Eric MacLagan,4,31,44,PERSON,"People, including fictional",,,,
042,Aly,4,63,66,PERSON,"People, including fictional",,,,
042,MacCarthys,4,78,88,PERSON,"People, including fictional",,,,
