page,text,p,start,end,type,description,wikidata,viaf,loc,notes
233,"Sunday, September 24, 1916",2,0,26,DATE,Absolute or relative dates or periods,,,,
233,Geoffrey Scott,3,2,16,PERSON,"People, including fictional",,,,
233,Cecil Pinsent,3,18,31,PERSON,"People, including fictional",,,,
233,Dumonts,5,15,22,PERSON,"People, including fictional",,,,
233,Ross,5,29,33,PERSON,"People, including fictional",,,,
233,Hutton,5,38,44,PERSON,"People, including fictional",,,,
233,Arbuthout,5,59,68,PERSON,"People, including fictional",,,,
233,Cecil,5,86,91,PERSON,"People, including fictional",,,,
233,Geoffrey,6,2,10,PERSON,"People, including fictional",,,,
233,Marcella,6,15,23,PERSON,"People, including fictional",,,,
233,Cornelia Fabbricotti,6,37,57,PERSON,"People, including fictional",,,,
