page,text,p,start,end,type,description,wikidata,viaf,loc,notes
021,"Saturday, January 15",2,0,20,DATE,Absolute or relative dates or periods,,,,
021,Julia,4,0,5,PERSON,"People, including fictional",,,,
021,Naima Löfroth,4,7,20,PERSON,"People, including fictional",,,,
021,Geoffrey Scott,4,22,36,PERSON,"People, including fictional",,,,
021,Cecil Pinsent,4,38,51,PERSON,"People, including fictional",,,,
021,3,6,2,3,CARDINAL,Numerals that do not fall under another type,,,,
021,6,6,11,12,CARDINAL,Numerals that do not fall under another type,,,,
021,Aubrey Waterfield’s,7,66,85,PERSON,"People, including fictional",,,,
021,Julia,8,2,7,PERSON,"People, including fictional",,,,
021,Arbuthnots,8,25,35,PERSON,"People, including fictional",,,,
021,B.B,8,108,111,PERSON,"People, including fictional",,,,
021,The Tree”,8,124,133,WORK_OF_ART,"Titles of books, songs, etc.",,,,
021,Fiesole,8,137,144,PERSON,"People, including fictional",,,,
021,Sybil,8,175,180,PERSON,"People, including fictional",,,,
021,hours,9,13,18,TIME,Times smaller than a day,,,,
021,Cecil,9,36,41,PERSON,"People, including fictional",,,,
021,Geoffrey,9,46,54,PERSON,"People, including fictional",,,,
021,B.B.,9,65,69,PERSON,"People, including fictional",,,,
