page,text,p,start,end,type,description,wikidata,viaf,loc,notes
21,"Friday, September 8, 1916",2,0,25,DATE,Absolute or relative dates or periods,,,,
21,Geoffrey Scott,3,2,16,PERSON,"People, including fictional",,,,
21,Cecil Pinsent,3,18,31,PERSON,"People, including fictional",,,,
21,England,5,79,86,GPE,"Countries, cities, states",,,,
21,B.B.,5,92,96,PERSON,"People, including fictional",,,,
21,two,5,106,109,CARDINAL,Numerals that do not fall under another type,,,,
21,Dumonts,6,6,13,PERSON,"People, including fictional",,,,
21,Janet,6,23,28,PERSON,"People, including fictional",,,,
21,Hutton,6,33,39,PERSON,"People, including fictional",,,,
21,Hutton,6,71,77,PERSON,"People, including fictional",,,,
21,Geoffrey,6,168,176,PERSON,"People, including fictional",,,,
21,Yoï,6,214,217,PERSON,"People, including fictional",,,,
21,Yoï,6,346,349,PERSON,"People, including fictional",,,,
21,Yoï,6,428,431,PERSON,"People, including fictional",,,,
