page,text,p,start,end,type,description,wikidata,viaf,loc,notes
051,"Sunday, February 13, 1916",2,0,25,DATE,Absolute or relative dates or periods,,,,
051,Logan’s,2,27,34,FAC,"Buildings, airports, highways, bridges, etc.",,,,
051,London,2,36,42,GPE,"Countries, cities, states",,,,
051,Ray,3,17,20,PERSON,"People, including fictional",,,,
051,Barbara,3,25,32,PERSON,"People, including fictional",,,,
051,Huttons,4,6,13,PERSON,"People, including fictional",,,,
051,Peter,4,42,47,PERSON,"People, including fictional",,,,
051,Barbara,4,112,119,PERSON,"People, including fictional",,,,
051,Ray,5,2,5,PERSON,"People, including fictional",,,,
051,Oliver,5,10,16,PERSON,"People, including fictional",,,,
051,Roger Fry,6,2,11,PERSON,"People, including fictional",,,,
051,Logan,6,30,35,PERSON,"People, including fictional",,,,
051,Vanessa,6,94,101,PERSON,"People, including fictional",,,,
051,Duncan Grant,6,172,184,PERSON,"People, including fictional",,,,
051,first,6,203,208,ORDINAL,"""first"", ""second"", etc.",,,,
051,Clive Bell,6,252,262,PERSON,"People, including fictional",,,,
051,Oliver,6,294,300,PERSON,"People, including fictional",,,,
051,Hutchinson,6,309,319,PERSON,"People, including fictional",,,,
