page,text,p,start,end,type,description,wikidata,viaf,loc,notes
058,"Sunday, February 20, 1916",2,0,25,DATE,Absolute or relative dates or periods,,,,
058,Paris,2,27,32,GPE,"Countries, cities, states",,,,
058,Cameron,4,42,49,PERSON,"People, including fictional",,,,
058,Royall Tyler,4,59,71,PERSON,"People, including fictional",,,,
058,Vollard,5,35,42,PERSON,"People, including fictional",,,,
058,"Monday, February 21, 1916",7,0,25,DATE,Absolute or relative dates or periods,,,,
058,Paris,7,27,32,GPE,"Countries, cities, states",,,,
058,Weissmann,9,2,11,PERSON,"People, including fictional",,,,
058,Saturday,9,41,49,DATE,Absolute or relative dates or periods,,,,
058,Nikky,10,30,35,PERSON,"People, including fictional",,,,
