page,text,p,start,end,type,description,wikidata,viaf,loc,notes
017,"Tuesday, January 11, 1916",2,0,25,DATE,Absolute or relative dates or periods,,,,
017,Julia,3,0,5,PERSON,"People, including fictional",,,,
017,Geoffrey Scott,3,7,21,PERSON,"People, including fictional",,,,
017,Glorious cooler,4,0,15,PERSON,"People, including fictional",,,,
017,3,5,0,1,CARDINAL,Numerals that do not fall under another type,,,,
017,3,5,9,10,CARDINAL,Numerals that do not fall under another type,,,,
017,B.B,7,2,5,PERSON,"People, including fictional",,,,
017,Sybil,7,28,33,PERSON,"People, including fictional",,,,
017,Geoffrey,8,2,10,PERSON,"People, including fictional",,,,
017,Terzano,8,28,35,GPE,"Countries, cities, states",,,,
017,Bagno a Ripoli,8,44,58,FAC,"Buildings, airports, highways, bridges, etc.",,,,
017,Incontro,8,85,93,FAC,"Buildings, airports, highways, bridges, etc.",,,,
017,Villamagna,8,97,107,GPE,"Countries, cities, states",,,,
017,first,8,143,148,ORDINAL,"""first"", ""second"", etc.",,,,
017,several hours,8,206,219,TIME,Times smaller than a day,,,,
017,Geoffrey,9,2,10,PERSON,"People, including fictional",,,,
017,Byba,10,14,18,PERSON,"People, including fictional",,,,
017,Sybil,10,38,43,PERSON,"People, including fictional",,,,
017,B.B,10,73,76,PERSON,"People, including fictional",,,,
017,Limerick,10,101,109,PERSON,"People, including fictional",,,,
017,Perry,10,120,125,PERSON,"People, including fictional",,,,
