page,text,p,start,end,type,description
010,"Tuesday, January 4, 1916",2,0,24,DATE,Absolute or relative dates or periods
010,Julia,3,1,6,PERSON,"People, including fictional"
010,De Nicola,6,2,11,PERSON,"People, including fictional"
010,B.B. Geoffrey,6,24,37,PERSON,"People, including fictional"
010,morning,6,50,57,TIME,Times smaller than a day
010,the exceptional day,6,114,133,DATE,Absolute or relative dates or periods
010,De Nicola,7,2,11,PERSON,"People, including fictional"
010,Front,7,43,48,FAC,"Buildings, airports, highways, bridges, etc."
010,Plava,7,52,57,FAC,"Buildings, airports, highways, bridges, etc."
010,Geoffrey,8,25,33,PERSON,"People, including fictional"
010,Marcella Michela,8,48,64,PERSON,"People, including fictional"
010,Bagni a Ripoli,8,89,103,FAC,"Buildings, airports, highways, bridges, etc."
010,Geoffrey,8,250,258,PERSON,"People, including fictional"
010,Yoï,9,12,15,PERSON,"People, including fictional"
010,Byba,9,43,47,PERSON,"People, including fictional"
010,Julia,10,12,17,PERSON,"People, including fictional"
010,Gordon,10,22,28,PERSON,"People, including fictional"
010,Villa Medici,10,32,44,FAC,"Buildings, airports, highways, bridges, etc."
010,B.B,11,2,5,PERSON,"People, including fictional"
