page,text,p,start,end,type,description,wikidata,viaf,loc,notes
134,"Sunday, May 28, 1916",2,0,20,DATE,Absolute or relative dates or periods,,,,
134,Hotel Palumbo,2,23,36,FAC,"Buildings, airports, highways, bridges, etc.",,,,
134,Ravello,2,38,45,GPE,"Countries, cities, states",,,,
134,Geoffrey Scott,3,2,16,PERSON,"People, including fictional",,,,
134,Nora Grifeo,3,18,29,PERSON,"People, including fictional",,,,
134,Naples,4,7,13,GPE,"Countries, cities, states",,,,
134,about 10,4,14,22,TIME,Times smaller than a day,,,,
134,the Albergo Cocumello,4,38,59,FAC,"Buildings, airports, highways, bridges, etc.",,,,
134,Sorrento,4,63,71,GPE,"Countries, cities, states",,,,
134,Rufolo,5,52,58,PERSON,"People, including fictional",,,,
