page,text,p,start,end,type,description,wikidata,viaf,loc,notes
043,"Saturday, January 5, 1916",2,0,25,DATE,Absolute or relative dates or periods,,,,
043,Logan’s,2,27,34,FAC,"Buildings, airports, highways, bridges, etc.",,,,
043,London,2,36,42,GPE,"Countries, cities, states",,,,
043,Karin,3,2,7,PERSON,"People, including fictional",,,,
043,2 weeks,3,26,33,DATE,Absolute or relative dates or periods,,,,
043,Thorolds,4,6,14,PERSON,"People, including fictional",,,,
043,Trelawney,4,24,33,PERSON,"People, including fictional",,,,
043,Aly’s,4,51,56,ORG,"Companies, agencies, institutions, etc.",,,,
043,Theresa,4,58,65,PERSON,"People, including fictional",,,,
043,Gibsons,4,109,116,PERSON,"People, including fictional",,,,
043,Mary Crawshay,4,129,142,PERSON,"People, including fictional",,,,
043,Oliver,5,5,11,PERSON,"People, including fictional",,,,
043,the weekend,5,25,36,DATE,Absolute or relative dates or periods,,,,
043,Morrells,5,44,52,PERSON,"People, including fictional",,,,
043,Ray,5,57,60,PERSON,"People, including fictional",,,,
043,the New Forest,5,64,78,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
043,Barbara,5,104,111,PERSON,"People, including fictional",,,,
043,Logan,5,139,144,PERSON,"People, including fictional",,,,
043,MacCarthy,6,20,29,PERSON,"People, including fictional",,,,
