page,text,p,start,end,type,description,wikidata,viaf,loc,notes
108,"Thursday, April 27, 1916",2,0,24,DATE,Absolute or relative dates or periods,,,,
108,B.B.,5,14,18,PERSON,"People, including fictional",,,,
108,Salvemini,5,23,32,PERSON,"People, including fictional",,,,
108,Geoffrey,6,2,10,PERSON,"People, including fictional",,,,
108,Marcella,6,32,40,PERSON,"People, including fictional",,,,
108,the afternoon,6,63,76,TIME,Times smaller than a day,,,,
108,Mattia,6,83,89,PERSON,"People, including fictional",,,,
108,Geoffrey,6,270,278,PERSON,"People, including fictional",,,,
108,Ferrando,7,2,10,PERSON,"People, including fictional",,,,
108,Belgian,7,46,53,NORP,Nationalities or religious or political groups,,,,
108,Jeanne,7,85,91,PERSON,"People, including fictional",,,,
108,April 28-29,8,0,11,DATE,Absolute or relative dates or periods,,,,
