page,text,p,start,end,type,description,wikidata,viaf,loc,notes
148,"Wednesday, June 14, 1916",2,0,24,DATE,Absolute or relative dates or periods,,,,
148,Venetian Paintings in U.S.A.,4,43,71,WORK_OF_ART,"Titles of books, songs, etc.",,,,
148,BB,5,2,4,PERSON,"People, including fictional",,,,
148,Monte Senario,5,17,30,FAC,"Buildings, airports, highways, bridges, etc.",,,,
148,Sybil,5,36,41,PERSON,"People, including fictional",,,,
148,Geoffrey,5,92,100,PERSON,"People, including fictional",,,,
148,Sybil,6,16,21,PERSON,"People, including fictional",,,,
148,Lina,6,33,37,PERSON,"People, including fictional",,,,
148,Krayl,6,47,52,PERSON,"People, including fictional",,,,
148,Edward Hutton,6,57,70,PERSON,"People, including fictional",,,,
148,Gamberaia,6,105,114,PERSON,"People, including fictional",,,,
148,Stan Krayl,6,129,139,PERSON,"People, including fictional",,,,
148,Cecil,6,171,176,PERSON,"People, including fictional",,,,
148,the Italian Front,6,211,228,ORG,"Companies, agencies, institutions, etc.",,,,
148,July 1,6,230,236,DATE,Absolute or relative dates or periods,,,,
148,last night,6,283,293,TIME,Times smaller than a day,,,,
148,B.B.,7,2,6,PERSON,"People, including fictional",,,,
148,Sybil,7,12,17,PERSON,"People, including fictional",,,,
148,Nora Grifeo’s,7,41,54,PERSON,"People, including fictional",,,,
