page,text,p,start,end,type,description,wikidata,viaf,loc,notes
104,"Saturday, April 15, 1916",2,0,24,DATE,Absolute or relative dates or periods,,,,
104,Geoffrey Scott,3,2,16,PERSON,"People, including fictional",,,,
104,Cecil Pinsent,3,18,31,PERSON,"People, including fictional",,,,
104,Naima Löfroth,3,33,46,PERSON,"People, including fictional",,,,
104,Hulton,3,53,59,PERSON,"People, including fictional",,,,
104,B.B.,5,2,6,PERSON,"People, including fictional",,,,
104,Herbert Trench,5,19,33,PERSON,"People, including fictional",,,,
104,Horne,5,42,47,PERSON,"People, including fictional",,,,
104,the Protestant Cemetery,5,61,84,FAC,"Buildings, airports, highways, bridges, etc.",,,,
104,Sods,6,30,34,WORK_OF_ART,"Titles of books, songs, etc.",,,,
104,one,6,65,68,CARDINAL,Numerals that do not fall under another type,,,,
104,Trench,7,2,8,PERSON,"People, including fictional",,,,
104,Loeser,7,66,72,PERSON,"People, including fictional",,,,
104,Geoffrey,9,2,10,PERSON,"People, including fictional",,,,
104,Hulton,9,21,27,PERSON,"People, including fictional",,,,
104,Laghetto,9,42,50,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
104,Marainis,10,6,14,PERSON,"People, including fictional",,,,
104,Paul,10,26,30,PERSON,"People, including fictional",,,,
104,6,10,50,51,CARDINAL,Numerals that do not fall under another type,,,,
104,Nello,10,63,68,PERSON,"People, including fictional",,,,
104,Yoï,10,97,100,PERSON,"People, including fictional",,,,
104,Geoffrey,10,114,122,PERSON,"People, including fictional",,,,
104,Teresa,11,58,64,PERSON,"People, including fictional",,,,
104,April 16-17,12,0,11,DATE,Absolute or relative dates or periods,,,,
