page,text,p,start,end,type,description,wikidata,viaf,loc,notes
207,"Wednesday, August 30, 1916",2,0,26,DATE,Absolute or relative dates or periods,,,,
207,B.B.,3,2,6,PERSON,"People, including fictional",,,,
207,Janet,4,27,32,PERSON,"People, including fictional",,,,
207,Hutton,4,37,43,PERSON,"People, including fictional",,,,
207,Fiesole,4,52,59,GPE,"Countries, cities, states",,,,
207,Hutton,5,2,8,PERSON,"People, including fictional",,,,
207,Nello,5,24,29,PERSON,"People, including fictional",,,,
207,Vallombrosa,5,42,53,GPE,"Countries, cities, states",,,,
207,Yoï,5,61,64,PERSON,"People, including fictional",,,,
207,Yoï,5,142,145,PERSON,"People, including fictional",,,,
207,Hutton,6,54,60,PERSON,"People, including fictional",,,,
207,Three minutes,6,83,96,TIME,Times smaller than a day,,,,
207,Nello,8,2,7,PERSON,"People, including fictional",,,,
207,Yoï,8,95,98,PERSON,"People, including fictional",,,,
