page,text,p,start,end,type,description,wikidata,viaf,loc,notes
031,"Tuesday, January 25, 1916",2,0,25,DATE,Absolute or relative dates or periods,,,,
031,Ray,2,27,30,PERSON,"People, including fictional",,,,
031,London,2,33,39,GPE,"Countries, cities, states",,,,
031,Hours,3,2,7,TIME,Times smaller than a day,,,,
031,Southampton,3,23,34,GPE,"Countries, cities, states",,,,
031,London,3,47,53,GPE,"Countries, cities, states",,,,
031,4 o’clock,3,62,71,TIME,Times smaller than a day,,,,
031,Aly,3,90,93,PERSON,"People, including fictional",,,,
031,Karin,4,17,22,PERSON,"People, including fictional",,,,
031,Adrian,4,48,54,PERSON,"People, including fictional",,,,
031,Karin,5,2,7,PERSON,"People, including fictional",,,,
031,only one,5,30,38,CARDINAL,Numerals that do not fall under another type,,,,
031,Barbara,6,14,21,PERSON,"People, including fictional",,,,
031,Granma Mary,6,35,46,PERSON,"People, including fictional",,,,
031,Two,6,82,85,CARDINAL,Numerals that do not fall under another type,,,,
031,Aly,6,130,133,PERSON,"People, including fictional",,,,
