page,text,p,start,end,type,description,wikidata,viaf,loc,notes
158,"Wednesday, June 28, 1916",2,0,24,DATE,Absolute or relative dates or periods,,,,
158,Nora,5,16,20,PERSON,"People, including fictional",,,,
158,Elizabetta,5,41,51,PERSON,"People, including fictional",,,,
158,Douglas Brooks,5,60,74,PERSON,"People, including fictional",,,,
158,Mugello,5,113,120,FAC,"Buildings, airports, highways, bridges, etc.",,,,
158,Marcella,6,9,17,PERSON,"People, including fictional",,,,
158,26° birthday,6,20,32,DATE,Absolute or relative dates or periods,,,,
158,half,6,34,38,CARDINAL,Numerals that do not fall under another type,,,,
158,Geoffrey,6,52,60,PERSON,"People, including fictional",,,,
158,Geoffrey,7,194,202,PERSON,"People, including fictional",,,,
