page,text,p,start,end,type,description,wikidata,viaf,loc,notes
150,"Friday, June 16, 1916",2,0,21,DATE,Absolute or relative dates or periods,,,,
150,Geoffrey Scott,3,2,16,PERSON,"People, including fictional",,,,
150,BB,5,14,16,PERSON,"People, including fictional",,,,
150,Cecil,6,2,7,PERSON,"People, including fictional",,,,
150,BB,7,2,4,PERSON,"People, including fictional",,,,
150,Ross,7,20,24,PERSON,"People, including fictional",,,,
150,Sybil,7,40,45,PERSON,"People, including fictional",,,,
150,Geoffrey,7,53,61,PERSON,"People, including fictional",,,,
150,Monte Morello,7,98,111,FAC,"Buildings, airports, highways, bridges, etc.",,,,
150,Lina,7,117,121,PERSON,"People, including fictional",,,,
150,Hutton,7,130,136,PERSON,"People, including fictional",,,,
150,11.15,8,17,22,TIME,Times smaller than a day,,,,
150,Geoffrey,8,28,36,PERSON,"People, including fictional",,,,
