page,text,p,start,end,type,description,wikidata,viaf,loc,notes
184,Saturday. August 5,2,0,18,DATE,Absolute or relative dates or periods,,,,
184,Paul,3,9,13,PERSON,"People, including fictional",,,,
184,3,3,104,105,DATE,Absolute or relative dates or periods,,,,
184,Serbia,3,161,167,GPE,"Countries, cities, states",,,,
184,about 12,3,180,188,DATE,Absolute or relative dates or periods,,,,
184,first,3,193,198,ORDINAL,"""first"", ""second"", etc.",,,,
184,Switzerland,3,220,231,GPE,"Countries, cities, states",,,,
184,one,3,237,240,CARDINAL,Numerals that do not fall under another type,,,,
184,first,3,248,253,ORDINAL,"""first"", ""second"", etc.",,,,
184,George,3,344,350,PERSON,"People, including fictional",,,,
184,Paul,3,505,509,PERSON,"People, including fictional",,,,
184,George,4,162,168,PERSON,"People, including fictional",,,,
184,Paris,4,183,188,GPE,"Countries, cities, states",,,,
184,Serbia,5,27,33,GPE,"Countries, cities, states",,,,
