page,text,p,start,end,type,description,wikidata,viaf,loc,notes
166,"Wednesday, July 5, 1916",2,0,23,DATE,Absolute or relative dates or periods,,,,
166,Geoffrey Scott,3,3,17,PERSON,"People, including fictional",,,,
166,Nora Grifeo,3,19,30,PERSON,"People, including fictional",,,,
166,Cecil Pinsent,3,32,45,PERSON,"People, including fictional",,,,
166,Pass,4,18,22,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
166,Mugello,4,30,37,FAC,"Buildings, airports, highways, bridges, etc.",,,,
166,Hutton,4,42,48,PERSON,"People, including fictional",,,,
166,2 hours,4,73,80,TIME,Times smaller than a day,,,,
166,Candigliana,4,126,137,FAC,"Buildings, airports, highways, bridges, etc.",,,,
166,Geoffrey,5,18,26,PERSON,"People, including fictional",,,,
166,Yoï,5,31,34,PERSON,"People, including fictional",,,,
166,Yoï,5,99,102,PERSON,"People, including fictional",,,,
166,Sybil,5,127,132,PERSON,"People, including fictional",,,,
166,Iris,5,137,141,PERSON,"People, including fictional",,,,
166,Geoffrey,6,2,10,PERSON,"People, including fictional",,,,
166,Marcella,6,64,72,PERSON,"People, including fictional",,,,
166,Sybil,7,2,7,PERSON,"People, including fictional",,,,
166,midnight,7,23,31,TIME,Times smaller than a day,,,,
166,2,7,42,43,TIME,Times smaller than a day,,,,
166,Trench,7,47,53,PERSON,"People, including fictional",,,,
