page,text,p,start,end,type,description,wikidata,viaf,loc,notes
078,"Saturday, March 11, 1916",2,0,24,DATE,Absolute or relative dates or periods,,,,
078,Cecil Pinsent,3,2,15,PERSON,"People, including fictional",,,,
078,Marcella Michela,3,17,33,GPE,"Countries, cities, states",,,,
078,Marcella Michela,5,2,18,PERSON,"People, including fictional",,,,
078,5,5,30,31,TIME,Times smaller than a day,,,,
078,Flora Priestley,5,49,64,PERSON,"People, including fictional",,,,
078,all day,5,65,72,DATE,Absolute or relative dates or periods,,,,
078,Marcella,5,178,186,PERSON,"People, including fictional",,,,
078,the evening,5,219,230,TIME,Times smaller than a day,,,,
078,Cohen,6,19,24,PERSON,"People, including fictional",,,,
078,Marcella,6,44,52,PERSON,"People, including fictional",,,,
078,Geoffrey,6,67,75,PERSON,"People, including fictional",,,,
078,Marchesi,6,80,88,PERSON,"People, including fictional",,,,
078,Kitty Bosco,6,275,286,PERSON,"People, including fictional",,,,
