page,text,p,start,end,type,description,wikidata,viaf,loc,notes
1893,"Sunday, January 1, 1893",2,2,25,DATE,Absolute or relative dates or periods,,,,
1893,Florence,2,27,35,GPE,"Countries, cities, states",,,,
1893,San Miniato,3,22,33,GPE,"Countries, cities, states",,,,
1893,Ranke,4,18,23,PERSON,"People, including fictional",,,,
1893,History of the Popes,4,26,46,WORK_OF_ART,"Titles of books, songs, etc.",,,,
1893,Bernhard,5,5,13,PERSON,"People, including fictional",,,,
1893,Philippson’s History of the Counter Reformation,5,23,70,WORK_OF_ART,"Titles of books, songs, etc.",,,,
1893,German,6,27,33,LANGUAGE,Any named language,,,,
1893,German,6,112,118,LANGUAGE,Any named language,,,,
1893,Merimée,6,156,163,PERSON,"People, including fictional",,,,
1893,Charles IX,6,178,188,PERSON,"People, including fictional",,,,
1893,"Monday, January 2, 1893",8,2,25,DATE,Absolute or relative dates or periods,,,,
1893,Florence,8,27,35,GPE,"Countries, cities, states",,,,
1893,Ibsen,9,5,10,PERSON,"People, including fictional",,,,
1893,Master Builder Solness,9,23,45,WORK_OF_ART,"Titles of books, songs, etc.",,,,
