page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0079,"Wednesday, August 12, 1891",1,0,26,DATE,Absolute or relative dates or periods,,,,
0079,Amsterdam,1,28,37,GPE,"Countries, cities, states",,,,
0079,The Hague,2,10,19,GPE,"Countries, cities, states",,,,
0079,Motley,2,31,37,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0079,Museum,3,8,14,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0079,Night Watch,3,21,32,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0079,B.B.,3,34,38,PERSON,"People, including fictional",,,,
0079,Van du Helst,3,202,214,PERSON,"People, including fictional",,,,
0079,Jardin,3,216,222,PERSON,"People, including fictional",,,,
0079,a Vermeer von Delft,4,4,23,PERSON,"People, including fictional",,,,
0079,Rembrandts,4,34,44,PERSON,"People, including fictional",,,,
0079,Franz Hals,4,49,59,PERSON,"People, including fictional",,,,
0079,Motley,6,10,16,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0079,Kalverstraat,7,10,22,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0079,"Thursday, August 13, 1891",9,0,25,DATE,Absolute or relative dates or periods,,,,
0079,Amsterdam,9,27,36,GPE,"Countries, cities, states",,,,
0079,Rijks Museum,10,8,20,ORG,"Companies, agencies, institutions, etc.",,,,
0079,"Rembrandt Old Woman, Syndics, Night Watch",10,29,70,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0079,Franz <Hals,10,72,83,PERSON,"People, including fictional",,,,
0079,Portraits and Regents,10,86,107,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0079,Van du Meer,10,115,126,ORG,"Companies, agencies, institutions, etc.",,,,
0079,Van du Helst,11,1,13,PERSON,"People, including fictional",,,,
0079,"Pieter de Hooghe,",12,1,18,PERSON,"People, including fictional",,,,
0079,Van du Meer,13,1,12,PERSON,"People, including fictional",,,,
0079,Jan Steen,13,14,23,PERSON,"People, including fictional",,,,
0079,Botticelli,16,91,101,PERSON,"People, including fictional",,,,
0079,Calumny,16,105,112,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0079,Timote,16,120,126,PERSON,"People, including fictional",,,,
0079,Krasnapolski’s,17,11,25,ORG,"Companies, agencies, institutions, etc.",,,,
0079,the Six gallery,18,8,23,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0079,Heerengracht 511,18,25,41,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0079,two,19,9,12,CARDINAL,Numerals that do not fall under another type,,,,
0079,Vanmeer van Delft’s,19,13,32,ORG,"Companies, agencies, institutions, etc.",,,,
0079,11,19,92,94,CARDINAL,Numerals that do not fall under another type,,,,
0079,B.,19,117,119,PERSON,"People, including fictional",,,,
0079,1,19,136,137,CARDINAL,Numerals that do not fall under another type,,,,
0079,Hague,19,145,150,GPE,"Countries, cities, states",,,,
0079,0081,19,153,157,CARDINAL,Numerals that do not fall under another type,,,,
0079,1,19,159,160,CARDINAL,Numerals that do not fall under another type,,,,
0079,the Rijks Museum,19,164,180,ORG,"Companies, agencies, institutions, etc.",,,,
0079,2,19,187,188,CARDINAL,Numerals that do not fall under another type,,,,
0079,the Six Collection,19,192,210,ORG,"Companies, agencies, institutions, etc.",,,,
0079,4,19,212,213,CARDINAL,Numerals that do not fall under another type,,,,
0079,2,19,216,217,CARDINAL,Numerals that do not fall under another type,,,,
0079,Dresden,19,221,228,GPE,"Countries, cities, states",,,,
0079,6,19,230,231,CARDINAL,Numerals that do not fall under another type,,,,
0079,1,19,234,235,CARDINAL,Numerals that do not fall under another type,,,,
0079,Berlin,19,239,245,GPE,"Countries, cities, states",,,,
0079,7,19,247,248,CARDINAL,Numerals that do not fall under another type,,,,
0079,1,19,251,252,CARDINAL,Numerals that do not fall under another type,,,,
0079,Frankfurt,19,256,265,GPE,"Countries, cities, states",,,,
0079,1,19,271,272,CARDINAL,Numerals that do not fall under another type,,,,
0079,Vienna,19,276,282,GPE,"Countries, cities, states",,,,
0079,9,19,284,285,CARDINAL,Numerals that do not fall under another type,,,,
0079,1,19,288,289,CARDINAL,Numerals that do not fall under another type,,,,
0079,Borghese,19,297,305,ORG,"Companies, agencies, institutions, etc.",,,,
0079,10,19,307,309,CARDINAL,Numerals that do not fall under another type,,,,
0079,1,19,312,313,CARDINAL,Numerals that do not fall under another type,,,,
0079,Louvre,19,321,327,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0079,11,19,329,331,CARDINAL,Numerals that do not fall under another type,,,,
0079,Rembrandt,20,12,21,PERSON,"People, including fictional",,,,
0079,Franz Hals,20,70,80,PERSON,"People, including fictional",,,,
0079,Franz Hals,20,100,110,PERSON,"People, including fictional",,,,
0079,Cuyks,20,135,140,PERSON,"People, including fictional",,,,
0079,Terborgs,20,142,150,PERSON,"People, including fictional",,,,
0079,Jan Steens,20,152,162,PERSON,"People, including fictional",,,,
0079,Paul Potter,20,177,188,PERSON,"People, including fictional",,,,
0079,one,20,220,223,CARDINAL,Numerals that do not fall under another type,,,,
0079,Motley and de Goncourt,21,5,27,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0079,Palace,22,12,18,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0079,Dutch Renaissance,22,20,37,NORP,Nationalities or religious or political groups,,,,
0079,German,23,8,14,LANGUAGE,Any named language,,,,
0079,Maleine,25,5,12,PERSON,"People, including fictional",,,,
0079,Bradley,26,9,16,PERSON,"People, including fictional",,,,
0079,Cooper,26,26,32,PERSON,"People, including fictional",,,,
