page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0192,the spring,3,70,80,DATE,Absolute or relative dates or periods,,,,
0192,Europe,7,301,307,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
0192,Bohemian,7,351,359,NORP,Nationalities or religious or political groups,,,,
0192,Mary,8,15,19,PERSON,"People, including fictional",,,,
0192,Europe,8,58,64,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
0192,"Saturday, January 23, 1892",9,0,26,DATE,Absolute or relative dates or periods,,,,
0192,Florence,9,28,36,GPE,"Countries, cities, states",,,,
0192,B.,10,4,6,PERSON,"People, including fictional",,,,
0192,S. Marco,10,10,18,ORG,"Companies, agencies, institutions, etc.",,,,
0192,Loeser,12,11,17,PERSON,"People, including fictional",,,,
0192,Costa,12,22,27,PERSON,"People, including fictional",,,,
0192,the evening,12,31,42,TIME,Times smaller than a day,,,,
0192,Costa,12,55,60,PERSON,"People, including fictional",,,,
0192,second,13,9,15,ORDINAL,"""first"", ""second"", etc.",,,,
0192,César Borgia,13,26,38,PERSON,"People, including fictional",,,,
0192,Yriarte,13,42,49,PERSON,"People, including fictional",,,,
0192,À Rebours by Huysman〈s,14,15,37,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0192,Greek,15,1,6,NORP,Nationalities or religious or political groups,,,,
0192,Perry,15,21,26,PERSON,"People, including fictional",,,,
0192,German,16,18,24,NORP,Nationalities or religious or political groups,,,,
0192,"Sunday, January 24, 1892",17,0,24,DATE,Absolute or relative dates or periods,,,,
0192,Florence,17,26,34,GPE,"Countries, cities, states",,,,
0192,Angelico,18,4,12,PERSON,"People, including fictional",,,,
0192,Uffizi,18,20,26,PERSON,"People, including fictional",,,,
0192,"Monday, January 25, 1892",20,0,24,DATE,Absolute or relative dates or periods,,,,
0192,Florence,20,26,34,GPE,"Countries, cities, states",,,,
0192,Brancacci Chapel,21,0,16,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0192,Vasari,22,5,11,PERSON,"People, including fictional",,,,
0192,Life of Fra Angelico,22,14,34,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0192,B.,24,0,2,PERSON,"People, including fictional",,,,
0192,Ways,24,19,23,PERSON,"People, including fictional",,,,
0192,Loeser,24,29,35,PERSON,"People, including fictional",,,,
0192,"Tuesday, January 26, 1892",25,0,25,DATE,Absolute or relative dates or periods,,,,
0192,Florence,25,27,35,GPE,"Countries, cities, states",,,,
0192,Masolino,26,14,22,PERSON,"People, including fictional",,,,
0192,Massaccio,26,27,36,PERSON,"People, including fictional",,,,
0192,Vasari,26,40,46,GPE,"Countries, cities, states",,,,
0192,Bellosguardo,27,24,36,GPE,"Countries, cities, states",,,,
0192,the afternoon,27,40,53,TIME,Times smaller than a day,,,,
0192,B.,28,0,2,PERSON,"People, including fictional",,,,
0192,Loeser,28,14,20,PERSON,"People, including fictional",,,,
