page,text,p,start,end,type,description,wikidata,viaf,loc,notes
1892,"Friday, January 1, 1892",2,0,23,DATE,Absolute or relative dates or periods,,,,
1892,Florence,2,25,33,GPE,"Countries, cities, states",,,,
1892,morning,3,21,28,TIME,Times smaller than a day,,,,
1892,Emma,3,30,34,PERSON,"People, including fictional",,,,
1892,B.,4,12,14,PERSON,"People, including fictional",,,,
1892,"Saturday, January 2, 1892",6,0,25,DATE,Absolute or relative dates or periods,,,,
1892,Florence,6,27,35,GPE,"Countries, cities, states",,,,
1892,morning,7,51,58,TIME,Times smaller than a day,,,,
1892,afternoon,8,24,33,TIME,Times smaller than a day,,,,
1892,Titian,9,48,54,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
1892,six months,10,37,47,DATE,Absolute or relative dates or periods,,,,
1892,11,11,18,20,TIME,Times smaller than a day,,,,
1892,all night,12,18,27,TIME,Times smaller than a day,,,,
1892,"Sunday, January 3, 1892",13,0,23,DATE,Absolute or relative dates or periods,,,,
1892,Florence,13,25,33,GPE,"Countries, cities, states",,,,
1892,B.,14,12,14,PERSON,"People, including fictional",,,,
1892,afternoon,14,18,27,TIME,Times smaller than a day,,,,
1892,"Monday, January 4, 1892",15,2,25,DATE,Absolute or relative dates or periods,,,,
1892,Florence,15,27,35,GPE,"Countries, cities, states",,,,
1892,Uffizi,16,0,6,PERSON,"People, including fictional",,,,
1892,morning,16,14,21,TIME,Times smaller than a day,,,,
1892,evening,17,10,17,TIME,Times smaller than a day,,,,
1892,"Tuesday, January 5, 1892",18,0,24,DATE,Absolute or relative dates or periods,,,,
1892,Florence,18,26,34,GPE,"Countries, cities, states",,,,
1892,Uffizi,19,0,6,PERSON,"People, including fictional",,,,
1892,B.’s,20,13,17,ORG,"Companies, agencies, institutions, etc.",,,,
1892,B.,21,0,2,PERSON,"People, including fictional",,,,
1892,"Wednesday, January 6, 1892",22,2,28,DATE,Absolute or relative dates or periods,,,,
1892,Florence,22,30,38,GPE,"Countries, cities, states",,,,
1892,Uffizi,23,0,6,PERSON,"People, including fictional",,,,
1892,evening,24,8,15,TIME,Times smaller than a day,,,,
1892,"Thursday, January 7, 1892",25,0,25,DATE,Absolute or relative dates or periods,,,,
1892,Florence,25,27,35,GPE,"Countries, cities, states",,,,
1892,Uffizi,26,0,6,PERSON,"People, including fictional",,,,
1892,Ways,27,8,12,PERSON,"People, including fictional",,,,
1892,B.,27,24,26,PERSON,"People, including fictional",,,,
1892,Way,27,45,48,PERSON,"People, including fictional",,,,
1892,Besant,27,183,189,PERSON,"People, including fictional",,,,
1892,Way,27,330,333,PERSON,"People, including fictional",,,,
1892,B.,27,383,385,PERSON,"People, including fictional",,,,
1892,English,27,403,410,NORP,Nationalities or religious or political groups,,,,
1892,Peerage,27,484,491,ORG,"Companies, agencies, institutions, etc.",,,,
1892,Beerage,27,499,506,ORG,"Companies, agencies, institutions, etc.",,,,
1892,England,27,538,545,GPE,"Countries, cities, states",,,,
1892,Our Lady of Grundy,27,549,567,PERSON,"People, including fictional",,,,
1892,"Friday, January 8, 1892",28,0,23,DATE,Absolute or relative dates or periods,,,,
1892,Florence,28,25,33,GPE,"Countries, cities, states",,,,
1892,Uffizi,29,0,6,PERSON,"People, including fictional",,,,
1892,morning,29,10,17,TIME,Times smaller than a day,,,,
1892,Gertrude,30,10,18,PERSON,"People, including fictional",,,,
1892,B.,31,0,2,PERSON,"People, including fictional",,,,
1892,evening,31,33,40,TIME,Times smaller than a day,,,,
1892,Loeser,32,0,6,ORG,"Companies, agencies, institutions, etc.",,,,
