page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0172,"Saturday, November 28, 1891",1,0,27,DATE,Absolute or relative dates or periods,,,,
0172,Vienna,1,29,35,GPE,"Countries, cities, states",,,,
0172,Albertina,2,15,24,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0172,the morning,2,28,39,TIME,Times smaller than a day,,,,
0172,Löwy,2,115,119,PERSON,"People, including fictional",,,,
0172,the evening,3,3,14,TIME,Times smaller than a day,,,,
0172,"Sunday, November 29, 1891",4,0,25,DATE,Absolute or relative dates or periods,,,,
0172,Vienna,4,27,33,GPE,"Countries, cities, states",,,,
0172,first,5,8,13,ORDINAL,"""first"", ""second"", etc.",,,,
0172,Lichtenstein,5,21,33,GPE,"Countries, cities, states",,,,
0172,12.30,6,3,8,TIME,Times smaller than a day,,,,
0172,Richter,6,24,31,PERSON,"People, including fictional",,,,
0172,Watteau,6,129,136,PERSON,"People, including fictional",,,,
0172,the afternoon,7,3,16,TIME,Times smaller than a day,,,,
0172,Herr Wick〈h〉off,7,17,32,PERSON,"People, including fictional",,,,
0172,Morison,7,42,49,PERSON,"People, including fictional",,,,
0172,the evening,7,74,85,TIME,Times smaller than a day,,,,
0172,Two,8,0,3,CARDINAL,Numerals that do not fall under another type,,,,
0172,today,8,37,42,DATE,Absolute or relative dates or periods,,,,
0172,this afternoon,8,78,92,TIME,Times smaller than a day,,,,
0172,Cemetery,8,106,114,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0172,Americans,8,124,133,NORP,Nationalities or religious or political groups,,,,
0172,Tonight,9,130,137,TIME,Times smaller than a day,,,,
0172,Paris,9,200,205,GPE,"Countries, cities, states",,,,
0172,Oxford,9,220,226,ORG,"Companies, agencies, institutions, etc.",,,,
0172,America,9,308,315,GPE,"Countries, cities, states",,,,
0172,a hundred,9,398,407,CARDINAL,Numerals that do not fall under another type,,,,
