page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0411,Hapgood,1,10,17,PERSON,"People, including fictional",,,,
0411,Gallery,1,25,32,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0411,"the “Secession Ausstellung”,",1,40,68,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0411,the New Pinacothek,3,8,26,ORG,"Companies, agencies, institutions, etc.",,,,
0411,"Sunday, August 27, 1893",4,2,25,DATE,Absolute or relative dates or periods,,,,
0411,Munich,4,27,33,GPE,"Countries, cities, states",,,,
0411,Hampton Court Guide,5,11,30,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0411,the Bavarian Museum,5,56,75,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0411,the Schack Gallery,6,11,29,ORG,"Companies, agencies, institutions, etc.",,,,
0411,Lenbach,6,51,58,PERSON,"People, including fictional",,,,
0411,Titian,6,71,77,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0411,Hapgood,7,0,7,PERSON,"People, including fictional",,,,
0411,Die Feen,7,23,31,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0411,the evening,8,4,15,TIME,Times smaller than a day,,,,
0411,"Monday, August 28, 1893",9,0,23,DATE,Absolute or relative dates or periods,,,,
0411,Munich,9,25,31,GPE,"Countries, cities, states",,,,
0411,the morning,10,6,17,TIME,Times smaller than a day,,,,
0411,Italian,10,27,34,NORP,Nationalities or religious or political groups,,,,
0411,Goethe,11,19,25,PERSON,"People, including fictional",,,,
0411,Iphegenie,11,42,51,PERSON,"People, including fictional",,,,
0411,Tauris,11,55,61,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0411,German,11,98,104,NORP,Nationalities or religious or political groups,,,,
0411,"Tuesday, August 29, 1893",12,2,26,DATE,Absolute or relative dates or periods,,,,
0411,Munich,12,28,34,GPE,"Countries, cities, states",,,,
0411,Giant”,13,22,28,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0411,Hampton Court Guide,13,33,52,ORG,"Companies, agencies, institutions, etc.",,,,
0411,Tristan and Isolde,14,13,31,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0411,first,14,36,41,ORDINAL,"""first"", ""second"", etc.",,,,
0411,Bernhard,14,52,60,PERSON,"People, including fictional",,,,
0411,sixth,14,63,68,ORDINAL,"""first"", ""second"", etc.",,,,
0411,Frau Sucher,14,70,81,PERSON,"People, including fictional",,,,
