page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0182,"Sunday, December 27, 1891",1,0,25,DATE,Absolute or relative dates or periods,,,,
0182,Florence,1,27,35,GPE,"Countries, cities, states",,,,
0182,B.,2,33,35,PERSON,"People, including fictional",,,,
0182,Bargello,2,58,66,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0182,9.30,2,91,95,TIME,Times smaller than a day,,,,
0182,our day,3,17,24,DATE,Absolute or relative dates or periods,,,,
0182,all the evening,3,29,44,TIME,Times smaller than a day,,,,
0182,Savoldo,3,71,78,PERSON,"People, including fictional",,,,
0182,The Wild Duck,4,7,20,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0182,Ibsen,4,22,27,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0182,Ferrari,4,48,55,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
0182,Gertrude,6,12,20,PERSON,"People, including fictional",,,,
0182,Musgrave,7,0,8,PERSON,"People, including fictional",,,,
0182,B.,7,19,21,PERSON,"People, including fictional",,,,
0182,Burckhardt,8,5,15,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0182,"Monday, December 28, 1891",9,0,25,DATE,Absolute or relative dates or periods,,,,
0182,Florence,9,27,35,GPE,"Countries, cities, states",,,,
0182,Uffizi,10,0,6,PERSON,"People, including fictional",,,,
0182,morning,10,14,21,TIME,Times smaller than a day,,,,
0182,San Miniato,11,10,21,GPE,"Countries, cities, states",,,,
0182,the afternoon,11,25,38,TIME,Times smaller than a day,,,,
0182,Costa,12,0,5,PERSON,"People, including fictional",,,,
0182,first,13,9,14,ORDINAL,"""first"", ""second"", etc.",,,,
0182,Italian,13,15,22,LANGUAGE,Any named language,,,,
