page,text,p,start,end,type,description,wikidata,viaf,loc,notes
136,"Friday, October 16, 1891",1,0,24,DATE,Absolute or relative dates or periods,,,,
136,Hotel Monaco,1,26,38,FAC,"Buildings, airports, highways, bridges, etc.",,,,
136,Venice,1,40,46,GPE,"Countries, cities, states",,,,
136,between 10 and 12.30,2,83,103,TIME,Times smaller than a day,,,,
136,Ruskin,2,117,123,PERSON,"People, including fictional",,,,
136,B.,3,26,28,PERSON,"People, including fictional",,,,
136,the Ducal Palace,3,43,59,FAC,"Buildings, airports, highways, bridges, etc.",,,,
136,Costa,3,104,109,PERSON,"People, including fictional",,,,
136,Henry Layard,3,121,133,PERSON,"People, including fictional",,,,
136,Guggenheim’s,3,164,176,ORG,"Companies, agencies, institutions, etc.",,,,
136,Tura,3,189,193,ORG,"Companies, agencies, institutions, etc.",,,,
136,the evening,5,25,36,TIME,Times smaller than a day,,,,
136,Matthew Arnold,5,48,62,PERSON,"People, including fictional",,,,
136,Renan,5,67,72,PERSON,"People, including fictional",,,,
136,"Saturday, October 17, 1891",6,0,26,DATE,Absolute or relative dates or periods,,,,
136,Venice,6,28,34,GPE,"Countries, cities, states",,,,
136,San Trovaso,7,8,19,GPE,"Countries, cities, states",,,,
136,San Sebastiano,7,24,38,GPE,"Countries, cities, states",,,,
136,2,8,3,4,CARDINAL,Numerals that do not fall under another type,,,,
136,Costa,8,5,10,PERSON,"People, including fictional",,,,
136,Santa Catharina,8,40,55,FAC,"Buildings, airports, highways, bridges, etc.",,,,
136,San Michele,8,65,76,FAC,"Buildings, airports, highways, bridges, etc.",,,,
136,Campo Santo,8,78,89,FAC,"Buildings, airports, highways, bridges, etc.",,,,
136,Loeser,8,108,114,PERSON,"People, including fictional",,,,
136,Savoldo,8,130,137,FAC,"Buildings, airports, highways, bridges, etc.",,,,
136,XVIII century,8,172,185,DATE,Absolute or relative dates or periods,,,,
136,San Donato Murano,9,8,25,FAC,"Buildings, airports, highways, bridges, etc.",,,,
136,Bliss,10,23,28,PERSON,"People, including fictional",,,,
136,B.,10,33,35,PERSON,"People, including fictional",,,,
136,Mlle. Jackowska,10,47,62,PERSON,"People, including fictional",,,,
136,Mlle. Mercier,10,67,80,PERSON,"People, including fictional",,,,
136,Oliphant,11,16,24,PERSON,"People, including fictional",,,,
136,Makers of Venice,11,27,43,WORK_OF_ART,"Titles of books, songs, etc.",,,,
136,B.,11,45,47,PERSON,"People, including fictional",,,,
136,Horatio Brown’s,11,53,68,PERSON,"People, including fictional",,,,
136,Venetian Studies,11,69,85,WORK_OF_ART,"Titles of books, songs, etc.",,,,
