page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0365,"Sunday, February 26, 1893",1,0,25,DATE,Absolute or relative dates or periods,,,,
0365,Florence,1,27,35,GPE,"Countries, cities, states",,,,
0365,Lotto,2,61,66,ORG,"Companies, agencies, institutions, etc.",,,,
0365,the morning,2,70,81,TIME,Times smaller than a day,,,,
0365,Academy,2,90,97,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0365,Bernhard,3,29,37,PERSON,"People, including fictional",,,,
0365,the evening,4,3,14,TIME,Times smaller than a day,,,,
0365,Ibsen,4,23,28,PERSON,"People, including fictional",,,,
0365,Vikings,4,31,38,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0365,Murray,5,11,17,PERSON,"People, including fictional",,,,
0365,Ibsen,5,29,34,PERSON,"People, including fictional",,,,
0365,"Monday, February 27, 1893",6,0,25,DATE,Absolute or relative dates or periods,,,,
0365,Florence,6,27,35,GPE,"Countries, cities, states",,,,
0365,Uffizi,7,12,18,PERSON,"People, including fictional",,,,
0365,Hawthorne,7,26,35,PERSON,"People, including fictional",,,,
0365,Bernhard,8,0,8,PERSON,"People, including fictional",,,,
0365,Forbes,8,23,29,PERSON,"People, including fictional",,,,
0365,Marion,9,19,25,PERSON,"People, including fictional",,,,
0365,two,9,30,33,CARDINAL,Numerals that do not fall under another type,,,,
0365,30 years,9,54,62,DATE,Absolute or relative dates or periods,,,,
0365,10 years,9,76,84,DATE,Absolute or relative dates or periods,,,,
0365,Costa,10,0,5,PERSON,"People, including fictional",,,,
0365,"Tuesday, February 28, 1893",11,2,28,DATE,Absolute or relative dates or periods,,,,
0365,Florence,11,30,38,GPE,"Countries, cities, states",,,,
0365,an hour and a half,12,6,24,TIME,Times smaller than a day,,,,
0365,Costa,12,60,65,PERSON,"People, including fictional",,,,
0365,a Benedetto Diana,12,80,97,PERSON,"People, including fictional",,,,
0365,Roberts,14,22,29,PERSON,"People, including fictional",,,,
0365,Carlisle,14,80,88,PERSON,"People, including fictional",,,,
0365,Zorn,14,112,116,PERSON,"People, including fictional",,,,
0365,German,17,2,8,LANGUAGE,Any named language,,,,
0365,Michelet’s Richelieu,18,8,28,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0365,Ranke,19,42,47,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
0365,James,20,5,10,PERSON,"People, including fictional",,,,
0365,Loeser,20,15,21,PERSON,"People, including fictional",,,,
0365,"Wednesday, March 1, 1893",21,2,26,DATE,Absolute or relative dates or periods,,,,
0365,Florence,21,28,36,GPE,"Countries, cities, states",,,,
0365,Hawthorne,22,9,18,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
0365,Santo Spirito,23,8,21,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0365,the Brancacci Chapel,23,26,46,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0365,Settignano,24,17,27,GPE,"Countries, cities, states",,,,
0365,the evening,25,8,19,TIME,Times smaller than a day,,,,
0365,"Thursday, March 2, 1893",26,2,25,DATE,Absolute or relative dates or periods,,,,
0365,Florence,26,27,35,GPE,"Countries, cities, states",,,,
0365,Mary,27,10,14,PERSON,"People, including fictional",,,,
0365,Murray,27,23,29,PERSON,"People, including fictional",,,,
0365,Uffizi,27,37,43,PERSON,"People, including fictional",,,,
0365,Zorn,27,108,112,PERSON,"People, including fictional",,,,
0365,Bernhard,28,0,8,PERSON,"People, including fictional",,,,
0365,Santa Croce,28,17,28,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0365,the Bagno di Ripoli,29,27,46,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0365,"Friday, March 3, 1893",31,0,21,DATE,Absolute or relative dates or periods,,,,
0365,Florence,31,23,31,GPE,"Countries, cities, states",,,,
0365,Hawthorne,32,0,9,GPE,"Countries, cities, states",,,,
0365,Bellosguardo,33,19,31,PERSON,"People, including fictional",,,,
0365,"Saturday, March 4, 1893",35,2,25,DATE,Absolute or relative dates or periods,,,,
0365,Florence,35,27,35,GPE,"Countries, cities, states",,,,
0365,S. Maria Novella,36,8,24,ORG,"Companies, agencies, institutions, etc.",,,,
0365,Bernhard,36,32,40,PERSON,"People, including fictional",,,,
0365,Orcagnas,36,60,68,PERSON,"People, including fictional",,,,
0365,Orcagna,36,89,96,PERSON,"People, including fictional",,,,
0365,Lorenzetti,36,112,122,PERSON,"People, including fictional",,,,
0365,Roberts,36,137,144,PERSON,"People, including fictional",,,,
0365,Lief [sic] Jones,36,149,165,PERSON,"People, including fictional",,,,
0365,Renaissance,37,76,87,DATE,Absolute or relative dates or periods,,,,
0365,Latin,37,171,176,NORP,Nationalities or religious or political groups,,,,
0365,Greek,37,181,186,NORP,Nationalities or religious or political groups,,,,
0365,our era,37,237,244,DATE,Absolute or relative dates or periods,,,,
0365,Bernhard,38,0,8,PERSON,"People, including fictional",,,,
0365,Hawthorne,39,31,40,PERSON,"People, including fictional",,,,
0365,Wickhoff,39,76,84,PERSON,"People, including fictional",,,,
0365,Guido da Siena,40,6,20,PERSON,"People, including fictional",,,,
0365,San Miniato,41,13,24,GPE,"Countries, cities, states",,,,
0365,Bernhard,41,30,38,PERSON,"People, including fictional",,,,
0365,Sinclair,42,17,25,PERSON,"People, including fictional",,,,
0365,Hawthorne,42,57,66,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0365,the evening,42,99,110,TIME,Times smaller than a day,,,,
0365,"Sunday, March 5, 1893",43,0,21,DATE,Absolute or relative dates or periods,,,,
0365,Florence,43,23,31,GPE,"Countries, cities, states",,,,
0365,Karin,44,18,23,PERSON,"People, including fictional",,,,
0365,the morning,44,43,54,TIME,Times smaller than a day,,,,
0365,Renaissance,45,108,119,DATE,Absolute or relative dates or periods,,,,
0365,Michelangelo,45,180,192,PERSON,"People, including fictional",,,,
0365,Donatello,45,231,240,PERSON,"People, including fictional",,,,
0365,San Marco,46,16,25,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0365,Settignano,47,32,42,GPE,"Countries, cities, states",,,,
0365,Fiesole by Poggio,47,57,74,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0365,the evening,48,3,14,TIME,Times smaller than a day,,,,
0365,the English Poets,48,36,53,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0365,Milton,48,65,71,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0365,Bernhard,49,0,8,PERSON,"People, including fictional",,,,
0365,Frey,49,27,31,PERSON,"People, including fictional",,,,
0365,Malabecchiani,49,34,47,PERSON,"People, including fictional",,,,
0365,"Monday, March 6, 1893",51,0,21,DATE,Absolute or relative dates or periods,,,,
0365,Florence,51,23,31,GPE,"Countries, cities, states",,,,
0365,Bernhard,53,0,8,PERSON,"People, including fictional",,,,
0365,Scott,53,19,24,PERSON,"People, including fictional",,,,
0365,two,53,33,36,CARDINAL,Numerals that do not fall under another type,,,,
0365,Uffizi,53,54,60,PERSON,"People, including fictional",,,,
0365,25 francs,53,66,75,MONEY,"Monetary values, including unit",,,,
0365,James,54,17,22,PERSON,"People, including fictional",,,,
0365,Cascine,54,46,53,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
0365,Irish,54,107,112,NORP,Nationalities or religious or political groups,,,,
0365,America,54,125,132,GPE,"Countries, cities, states",,,,
0365,Bryce,54,179,184,PERSON,"People, including fictional",,,,
0365,America,55,23,30,GPE,"Countries, cities, states",,,,
0365,Protestants,55,61,72,NORP,Nationalities or religious or political groups,,,,
0365,Catholics,55,81,90,NORP,Nationalities or religious or political groups,,,,
0365,two,55,96,99,CARDINAL,Numerals that do not fall under another type,,,,
0365,the evening,56,3,14,TIME,Times smaller than a day,,,,
0365,Bode,56,48,52,PERSON,"People, including fictional",,,,
0365,Italian,56,67,74,NORP,Nationalities or religious or political groups,,,,
0365,Bernhard,57,5,13,PERSON,"People, including fictional",,,,
0365,Frey,57,44,48,PERSON,"People, including fictional",,,,
0365,Michael,58,1,8,PERSON,"People, including fictional",,,,
0365,England,58,101,108,GPE,"Countries, cities, states",,,,
0365,Ibsen,60,9,14,PERSON,"People, including fictional",,,,
0365,England,61,21,28,GPE,"Countries, cities, states",,,,
0365,That a Breath,63,0,13,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0365,England,66,8,15,GPE,"Countries, cities, states",,,,
0365,"Tuesday, March 7, 1893",67,0,22,DATE,Absolute or relative dates or periods,,,,
0365,Florence,67,24,32,GPE,"Countries, cities, states",,,,
0365,Pitti,68,12,17,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0365,Florentines,68,66,77,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
0365,Karl Frey’s,69,66,77,PERSON,"People, including fictional",,,,
0365,the Bagno di Ripoli,70,15,34,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0365,Hawthorne,71,109,118,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0365,Bernhard,71,126,134,PERSON,"People, including fictional",,,,
0365,Symonds on Italian Literature,71,140,169,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0365,"Wednesday, March 8, 1893",72,2,26,DATE,Absolute or relative dates or periods,,,,
0365,Florence,72,28,36,GPE,"Countries, cities, states",,,,
0365,Hawthorne,73,26,35,PERSON,"People, including fictional",,,,
0365,Uffizi,74,12,18,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0365,Bernhard,76,5,13,PERSON,"People, including fictional",,,,
0365,Cascine,76,33,40,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0365,her third winter,76,157,173,DATE,Absolute or relative dates or periods,,,,
0365,Ruskin,76,193,199,PERSON,"People, including fictional",,,,
0365,Hare,76,204,208,PERSON,"People, including fictional",,,,
0365,Rio,76,213,216,PERSON,"People, including fictional",,,,
0365,Hermann Grimm,76,221,234,PERSON,"People, including fictional",,,,
0365,New Zealand,76,283,294,GPE,"Countries, cities, states",,,,
0365,James,77,23,28,PERSON,"People, including fictional",,,,
0365,Peabody,78,281,288,PERSON,"People, including fictional",,,,
0365,Ibsen,79,24,29,PERSON,"People, including fictional",,,,
0365,Rosmershold,79,33,44,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0365,Hedda Gabler,80,12,24,PERSON,"People, including fictional",,,,
0365,"Thursday, March 9, 1893",81,0,23,DATE,Absolute or relative dates or periods,,,,
0365,Florence,81,25,33,GPE,"Countries, cities, states",,,,
0365,Uffizi,82,12,18,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0365,Florentine,82,31,41,NORP,Nationalities or religious or political groups,,,,
0365,Rosmersholm,84,9,20,GPE,"Countries, cities, states",,,,
0365,Solness,84,42,49,GPE,"Countries, cities, states",,,,
0365,Bernhard,85,0,8,PERSON,"People, including fictional",,,,
0365,Scotts,85,23,29,PERSON,"People, including fictional",,,,
0365,San Miniato,85,44,55,GPE,"Countries, cities, states",,,,
0365,Vanitas,87,24,31,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0365,two,88,59,62,CARDINAL,Numerals that do not fall under another type,,,,
0365,one,88,72,75,CARDINAL,Numerals that do not fall under another type,,,,
0365,morning,88,103,110,TIME,Times smaller than a day,,,,
