page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0346,"Sunday, January 22, 1893",1,2,26,DATE,Absolute or relative dates or periods,,,,
0346,Florence,1,28,36,GPE,"Countries, cities, states",,,,
0346,all our day,2,9,20,DATE,Absolute or relative dates or periods,,,,
0346,Lotto,2,26,31,ORG,"Companies, agencies, institutions, etc.",,,,
0346,Bernhard,3,0,8,PERSON,"People, including fictional",,,,
0346,Santa Margherita,3,19,35,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0346,"Monday, January 23, 1893",4,0,24,DATE,Absolute or relative dates or periods,,,,
0346,Florence,4,26,34,GPE,"Countries, cities, states",,,,
0346,Lotto,5,6,11,ORG,"Companies, agencies, institutions, etc.",,,,
0346,Ray,6,58,61,PERSON,"People, including fictional",,,,
0346,Bernhard,6,67,75,PERSON,"People, including fictional",,,,
0346,"Tuesday, January 24, 1893",7,0,25,DATE,Absolute or relative dates or periods,,,,
0346,Florence,7,27,35,GPE,"Countries, cities, states",,,,
0346,Bernhard,8,0,8,PERSON,"People, including fictional",,,,
0346,Uffizi,8,21,27,PERSON,"People, including fictional",,,,
0346,Head,8,38,42,PERSON,"People, including fictional",,,,
0346,German,9,6,12,NORP,Nationalities or religious or political groups,,,,
0346,Bellosguardo,9,48,60,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0346,about a hundred,9,81,96,CARDINAL,Numerals that do not fall under another type,,,,
0346,a dozen,9,152,159,CARDINAL,Numerals that do not fall under another type,,,,
0346,Arno,9,207,211,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0346,the afternoon,9,246,259,TIME,Times smaller than a day,,,,
0346,Costa,10,0,5,PERSON,"People, including fictional",,,,
0346,Bernhard,10,56,64,PERSON,"People, including fictional",,,,
0346,Pitti,10,107,112,GPE,"Countries, cities, states",,,,
0346,a Timoteo Viti,10,133,147,PERSON,"People, including fictional",,,,
0346,the evening,12,3,14,TIME,Times smaller than a day,,,,
0346,Lotto,12,28,33,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
