page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0084,"Sunday, August 16, 1891",1,0,23,DATE,Absolute or relative dates or periods,,,,
0084,Brunswick,1,25,34,GPE,"Countries, cities, states",,,,
0084,Hanover,2,10,17,GPE,"Countries, cities, states",,,,
0084,German,3,8,14,LANGUAGE,Any named language,,,,
0084,Tolstoi,3,34,41,PERSON,"People, including fictional",,,,
0084,Wandelt im Licht,3,44,60,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0084,Renaissance,6,56,67,DATE,Absolute or relative dates or periods,,,,
0084,Schloss,6,85,92,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0084,Theater,6,94,101,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0084,Police Court,6,103,115,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0084,Matilda,7,42,49,PERSON,"People, including fictional",,,,
0084,about 1200,7,65,75,DATE,Absolute or relative dates or periods,,,,
0084,Greek,7,179,184,NORP,Nationalities or religious or political groups,,,,
0084,Dumas fils,8,102,112,PERSON,"People, including fictional",,,,
0084,Ibsen,8,117,122,PERSON,"People, including fictional",,,,
0084,Tolstoi,8,124,131,PERSON,"People, including fictional",,,,
0084,Russian,8,140,147,NORP,Nationalities or religious or political groups,,,,
0084,Americans,8,167,176,NORP,Nationalities or religious or political groups,,,,
0084,Goncourt,10,0,8,PERSON,"People, including fictional",,,,
0084,20 février 1875,10,52,67,DATE,Absolute or relative dates or periods,,,,
0084,Americans,12,27,36,NORP,Nationalities or religious or political groups,,,,
0084,French,12,107,113,NORP,Nationalities or religious or political groups,,,,
0084,French,12,155,161,NORP,Nationalities or religious or political groups,,,,
