page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0423,"Wednesday, October 11, 1893",1,0,27,DATE,Absolute or relative dates or periods,,,,
0423,Venice,1,29,35,GPE,"Countries, cities, states",,,,
0423,Salute,2,0,6,ORG,"Companies, agencies, institutions, etc.",,,,
0423,Santo Spirito,2,8,21,GPE,"Countries, cities, states",,,,
0423,Gesuati,2,23,30,GPE,"Countries, cities, states",,,,
0423,S. Trovaso,2,32,42,GPE,"Countries, cities, states",,,,
0423,S. Sebastiano,2,47,60,GPE,"Countries, cities, states",,,,
0423,the morning,2,64,75,TIME,Times smaller than a day,,,,
0423,Mercier,3,9,16,PERSON,"People, including fictional",,,,
0423,Jackowska,3,26,35,PERSON,"People, including fictional",,,,
0423,Marion,4,10,16,PERSON,"People, including fictional",,,,
0423,Goldoni,5,13,20,PERSON,"People, including fictional",,,,
0423,Burbero Benefico,5,23,39,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0423,"Thursday, October 12, 1893",7,0,26,DATE,Absolute or relative dates or periods,,,,
0423,Venice,7,28,34,GPE,"Countries, cities, states",,,,
0423,Ruth Mercier,8,18,30,PERSON,"People, including fictional",,,,
0423,morning,8,38,45,TIME,Times smaller than a day,,,,
0423,Mercier,10,15,22,PERSON,"People, including fictional",,,,
0423,Mlle Jackowska,10,27,41,PERSON,"People, including fictional",,,,
0423,the evening,10,45,56,TIME,Times smaller than a day,,,,
0423,"Friday, October 13, 1893",11,0,24,DATE,Absolute or relative dates or periods,,,,
0423,Venice,11,26,32,GPE,"Countries, cities, states",,,,
0423,Morelli,12,20,27,PERSON,"People, including fictional",,,,
0423,Hampton Court,13,6,19,PERSON,"People, including fictional",,,,
0423,Marion,14,10,16,PERSON,"People, including fictional",,,,
0423,the evening,14,35,46,TIME,Times smaller than a day,,,,
0423,"Saturday, October 14, 1893",15,0,26,DATE,Absolute or relative dates or periods,,,,
0423,Venice,15,28,34,GPE,"Countries, cities, states",,,,
0423,S. Maria Mater Domini,16,0,21,PERSON,"People, including fictional",,,,
0423,S. Marziale,16,23,34,PERSON,"People, including fictional",,,,
0423,Gesuiti,16,36,43,PERSON,"People, including fictional",,,,
0423,S. Giovanni e Paolo,16,45,64,PERSON,"People, including fictional",,,,
0423,morning,16,72,79,TIME,Times smaller than a day,,,,
0423,B.F.C.C. in,17,52,63,ORG,"Companies, agencies, institutions, etc.",,,,
0423,Paris,17,64,69,GPE,"Countries, cities, states",,,,
0423,Bernhard,18,0,8,PERSON,"People, including fictional",,,,
0423,Nation,18,17,23,ORG,"Companies, agencies, institutions, etc.",,,,
0423,Isochromatic Photography and Venetian Art,18,39,80,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0423,"Sunday, October 15, 1893",20,0,24,DATE,Absolute or relative dates or periods,,,,
0423,Venice,20,26,32,GPE,"Countries, cities, states",,,,
0423,Hampton Court,21,0,13,ORG,"Companies, agencies, institutions, etc.",,,,
0423,San Rocco,22,8,17,GPE,"Countries, cities, states",,,,
0423,Venice,23,16,22,GPE,"Countries, cities, states",,,,
0423,Bernhard,24,0,8,PERSON,"People, including fictional",,,,
0423,Mlle Mercier,24,19,31,ORG,"Companies, agencies, institutions, etc.",,,,
0423,"Monday, October",25,0,15,DATE,Absolute or relative dates or periods,,,,
0423,Venice,25,33,39,GPE,"Countries, cities, states",,,,
0423,Hampton Court,26,9,22,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0423,Bernhard,26,37,45,PERSON,"People, including fictional",,,,
0423,S. Giuseppe,26,65,76,ORG,"Companies, agencies, institutions, etc.",,,,
0423,Mestre,27,8,14,GPE,"Countries, cities, states",,,,
0423,Spinea,27,19,25,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0423,afternoon,27,33,42,TIME,Times smaller than a day,,,,
0423,3.50 francs,29,1,12,MONEY,"Monetary values, including unit",,,,
0423,Mestre,29,19,25,GPE,"Countries, cities, states",,,,
0423,Spinea,29,29,35,GPE,"Countries, cities, states",,,,
